EEGFp2_REF,EEGF4_REF,EEGC4_REF,EEGP4_REF,EEGO2_REF,EEGF8_REF,EEGT4_REF,EEGT6_REF,EEGCz_REF
-10.9828,31.8943,20.7554,29.7581,32.0469,-23.9528,12.8209,23.1968,38.9134
-12.3561,32.8099,20.1451,26.2486,34.3357,-23.8002,13.889,19.2296,39.8289
-12.5087,30.6736,17.8563,24.7227,35.0987,-23.8002,12.8209,18.1614,35.709
-7.32071,28.2322,14.9571,24.265,31.1314,-21.3588,6.2596,19.2296,30.5211
-1.82755,28.0796,16.6356,29.3004,32.3521,-16.6286,4.73372,24.8753,33.5728
0.308676,30.9788,22.4339,38.9134,42.8807,-11.7458,13.889,34.4883,42.5755
0.613851,34.4883,26.2486,44.5591,52.9515,-8.08365,22.1287,42.8807,44.4065
-2.28532,31.1314,18.1614,35.5565,49.7471,-13.5768,16.0252,39.5237,32.9625
-5.33707,20.7554,1.37679,16.6356,34.4883,-26.2416,0.613851,22.1287,17.5511
-3.65861,14.4993,-6.10001,7.17513,25.7908,-28.2252,-6.10001,9.31135,11.7528
-1.36979,16.3304,-0.912027,10.2269,25.4857,-18.7648,1.83455,10.9898,15.8726
-1.98014,19.2296,4.27596,12.5157,18.0089,-14.4923,6.2596,9.92171,19.3821
0.156088,20.1451,3.20784,7.78548,3.66561,-18.4596,-5.0319,-1.82755,18.314
5.49666,19.2296,-2.28532,-0.301676,-9.91471,-22.8847,-16.1708,-12.8139,14.8045
6.71736,16.483,-6.2526,-2.89567,-18.6122,-24.258,-16.9337,-15.8656,12.6683
4.12337,11.4476,-6.40519,1.83455,-12.5087,-22.8847,-14.0346,-10.9828,11.9053
5.0389,7.02254,-4.42155,8.39583,4.27596,-17.3915,-8.84659,0.156088,9.15877
9.61653,8.39583,0.308676,14.9571,19.3821,-7.01554,-0.149088,13.889,9.46394
13.2786,13.4312,5.34407,19.077,27.3167,1.37679,4.88631,20.4503,14.0416
14.9571,13.7364,1.83455,12.5157,23.1968,1.37679,1.37679,11.4476,10.0743
15.72,7.78548,-9.76212,-3.50602,6.41219,-1.67497,-5.94742,-3.96378,-4.72672
16.9407,2.13973,-16.476,-12.9665,-10.0673,-0.454263,-10.9828,-12.3561,-14.4923
18.9244,3.66561,-12.5087,-10.2199,-16.3234,5.0389,-8.23624,-12.9665,-12.2035
20.908,9.46394,-7.16813,-7.62589,-21.2062,9.61653,-1.67497,-15.4079,-7.16813
21.5184,10.8372,-8.38883,-10.9828,-30.3615,8.24324,-3.96378,-22.4269,-7.62589
19.9925,9.31135,-9.91471,-11.8983,-32.8029,3.51302,-10.3725,-27.3097,-8.23624
18.1614,10.6846,-3.50602,-1.82755,-21.0536,4.73372,-4.72672,-19.8329,-2.28532
18.6192,14.3468,3.81819,9.76912,-5.94742,12.3631,6.41219,-4.57413,4.12337
20.4503,18.0089,5.0389,13.4312,3.20784,17.0933,6.2596,4.73372,7.78548
21.8236,19.5347,5.19148,16.3304,13.5838,14.4993,4.12337,11.7528,9.61653
23.502,16.6356,5.19148,17.5511,21.5184,13.889,11.1424,17.7037,4.58113
26.5538,12.8209,1.37679,10.9898,14.3468,21.0606,14.0416,14.6519,-5.0319
27.1641,12.9735,0.308676,7.02254,3.97078,25.9434,10.2269,8.54842,-4.72672
27.1641,14.8045,3.36043,7.63289,-1.06461,24.5701,11.1424,4.42855,0.919027
30.9788,16.0252,2.4449,3.20784,-10.2199,26.2486,12.6683,-5.79484,-1.67497
33.115,18.0089,-0.454263,-3.81119,-21.664,29.1478,6.41219,-17.5441,-4.57413
30.3685,18.9244,0.613851,-5.18448,-26.3942,26.2486,-0.454263,-20.1381,0.0035
28.5374,18.0089,4.12337,0.308676,-21.0536,21.671,0.766439,-14.4923,7.02254
29.3004,17.3985,6.56477,7.4803,-10.2199,19.6873,4.73372,-6.55777,10.2269
31.5892,18.7718,8.39583,14.0416,1.83455,22.2813,6.56477,2.59749,10.0743
34.1832,22.5865,13.889,20.6028,16.0252,32.1995,13.7364,13.7364,12.9735
34.9461,25.3331,16.3304,21.671,23.1968,39.066,21.9761,20.1451,15.72
33.115,21.0606,7.4803,11.6002,12.0579,31.7418,15.5675,13.7364,9.31135
31.1314,15.1097,-2.13273,1.2242,-3.04826,22.1287,2.59749,0.766439,1.07161
31.1314,16.6356,2.13973,4.27596,-0.454263,24.8753,4.42855,-1.06461,3.81819
31.1314,23.8072,11.9053,11.9053,6.86995,34.1832,16.1778,6.71736,12.6683
31.284,26.4012,12.3631,10.6846,0.613851,37.6927,20.4503,7.4803,13.2786
33.7254,21.8236,6.56477,5.34407,-8.38883,35.709,17.7037,0.766439,6.2596
36.1668,19.3821,8.54842,7.4803,-8.694,35.4039,17.3985,-0.759439,6.86995
35.2513,24.7227,18.6192,19.6873,-2.4379,37.6927,18.6192,6.10701,19.5347
33.115,31.1314,25.0279,29.4529,8.85359,39.6763,20.6028,14.0416,29.4529
33.7254,31.1314,23.1968,28.5374,19.8399,41.8125,24.8753,19.3821,26.2486
36.3194,27.9271,20.908,26.5538,25.9434,45.1695,29.9107,25.4857,19.3821
36.7772,26.7064,21.8236,29.7581,28.3848,45.4747,29.3004,30.5211,18.1614
33.5728,27.1641,20.7554,30.0633,25.6382,40.1341,25.1805,28.0796,19.077
30.9788,28.3848,17.5511,25.3331,19.9925,37.3875,25.9434,22.2813,19.6873
32.6573,30.3685,17.0933,23.9598,13.4312,40.897,25.0279,18.4666,21.3658
36.0142,31.7418,18.314,23.8072,4.58113,42.7281,17.7037,10.2269,21.671
35.4039,30.5211,17.7037,19.5347,-1.82755,39.8289,15.4149,3.51302,18.9244
31.284,27.3167,16.9407,18.4666,-0.759439,36.6246,20.2977,8.09065,17.3985
28.0796,25.4857,18.1614,23.6546,4.73372,36.472,23.1968,14.4993,20.2977
28.69,26.8589,19.077,27.3167,12.0579,38.303,24.8753,14.9571,21.9761
32.3521,30.0633,21.5184,31.7418,24.265,41.8125,30.0633,21.671,22.7391
33.115,32.9625,25.3331,37.2349,33.7254,44.1014,29.7581,32.5047,26.2486
30.6736,31.1314,23.6546,34.6409,31.1314,40.897,20.1451,32.0469,24.8753
30.3685,25.9434,18.4666,29.4529,25.0279,38.9134,19.9925,27.3167,18.6192
31.284,23.8072,17.3985,28.9952,20.6028,40.897,26.7064,25.1805,18.6192
29.7581,25.6382,16.483,25.4857,11.1424,38.6082,24.1124,16.6356,21.671
28.8426,26.4012,14.6519,18.4666,-0.912027,34.6409,20.1451,6.41219,18.6192
31.1314,25.7908,14.9571,16.7882,-5.0319,36.6246,20.6028,5.19148,14.3468
32.1995,24.7227,11.7528,15.72,-3.04826,36.9297,15.4149,6.2596,12.8209
29.7581,22.4339,5.64925,12.5157,0.613851,31.1314,7.63289,6.2596,10.2269
28.3848,21.671,8.24324,15.5675,8.24324,32.0469,13.126,12.8209,10.5321
27.9271,25.3331,18.7718,25.7908,19.6873,42.4229,29.1478,23.8072,16.7882
27.0115,26.7064,21.2132,30.5211,27.0115,46.6954,34.4883,28.2322,17.5511
28.9952,21.8236,10.6846,20.908,23.9598,39.6763,22.4339,22.7391,8.701
30.3685,15.72,-0.759439,5.19148,11.9053,30.9788,9.15877,12.2105,0.156088
28.5374,14.1942,0.308676,3.81819,7.17513,29.9107,10.9898,10.6846,1.37679
29.7581,19.077,13.2786,18.0089,15.1097,39.9815,25.3331,21.8236,10.5321
33.115,23.3494,18.314,20.1451,10.9898,47.7635,30.6736,19.2296,12.2105
32.1995,21.671,9.61653,3.51302,-7.93106,42.7281,22.7391,-0.149088,3.36043
30.8262,16.0252,0.156088,-8.694,-18.9174,37.2349,13.2786,-10.2199,-5.64225
32.8099,11.7528,-2.59049,-6.86295,-17.3915,38.303,10.0743,-7.4733,-7.4733
36.472,14.6519,4.12337,4.58113,-9.76212,42.2703,16.6356,0.156088,-0.606851
39.8289,21.5184,14.9571,16.1778,2.13973,47.0005,24.7227,11.4476,7.17513
38.4556,24.1124,17.0933,16.6356,9.46394,47.7635,26.2486,17.2459,7.63289
33.878,21.9761,11.295,10.8372,7.32771,43.6436,23.9598,15.4149,4.73372
