EEGFp1_REF,EEGFp2_REF,EEGF3_REF,EEGF4_REF,EEGC3_REF,EEGC4_REF,EEGP3_REF,EEGP4_REF,EEGO1_REF,EEGO2_REF,EEGF7_REF,EEGF8_REF,EEGT3_REF,EEGT4_REF,EEGT5_REF,EEGT6_REF,EEGCz_REF
27.0115,9.31135,-0.149088,1.98714,-8.23624,102.6951,-10.2199,-12.8139,-14.4923,-21.8166,-1.82755,5.34407,-7.93106,-13.7294,-14.6449,-11.288,-5.79484
25.4857,10.8372,-0.606851,5.19148,-6.2526,103.6106,-13.2716,-15.8656,-18.7648,-27.3097,-13.2716,9.15877,-10.2199,-13.119,-19.8329,-16.476,-8.38883
18.4666,11.6002,-3.81119,5.34407,-9.15177,103.0002,-24.258,-21.0536,-29.1408,-36.465,-20.2907,9.92171,-20.4433,-17.8493,-32.6503,-25.0209,-11.5932
15.2623,11.7528,-4.87931,4.27596,-14.0346,101.7795,-27.0045,-19.9855,-28.5304,-33.5658,-12.8139,6.10701,-22.4269,-14.4923,-32.6503,-22.5795,-10.0673
17.3985,9.46394,-3.50602,6.41219,-10.8302,103.9158,-16.0182,-10.5251,-14.6449,-18.0019,-8.23624,5.49666,-13.4242,-5.33707,-21.8166,-12.0509,-5.64225
18.4666,9.00618,0.0035,9.15877,0.0035,106.2046,-2.59049,-2.89567,-1.2172,-5.94742,-14.9501,12.0579,-4.11637,-1.06461,-12.3561,-6.10001,-5.33707
17.3985,14.8045,3.20784,7.4803,2.4449,106.052,2.90267,0.613851,4.88631,-1.52238,-7.77848,15.8726,2.13973,-0.912027,-4.42155,-6.10001,-6.55777
16.483,18.0089,2.59749,3.66561,-6.71036,104.9839,-1.67497,1.52938,4.12337,-0.759439,10.6846,10.6846,2.59749,-4.57413,-2.4379,-7.4733,-5.48966
17.8563,14.3468,1.52938,2.90267,-8.694,104.6787,-8.38883,-1.2172,-0.912027,-3.50602,6.10701,4.42855,-2.59049,-8.694,-7.93106,-7.32071,-3.65861
20.6028,12.9735,3.97078,3.81819,-2.28532,105.4416,-9.15177,-4.42155,-5.18448,-6.2526,-7.4733,4.88631,-3.35343,-3.81119,-7.93106,-0.301676,-4.11637
21.8236,14.0416,5.0389,3.66561,-1.98014,104.9839,-8.84659,-5.94742,-7.62589,-7.77848,-1.36979,9.15877,1.37679,1.83455,-2.28532,8.701,-7.4733
