EEGFp1_REF,EEGF3_REF,EEGC3_REF,EEGP3_REF,EEGO1_REF,EEGF7_REF,EEGT3_REF,EEGT5_REF,EEGCz_REF
22.2813,0.766439,-2.74308,-7.32071,-10.5251,-2.4379,-5.64225,-13.119,0.461263
18.4666,9.00618,4.42855,-3.35343,-4.11637,0.766439,-1.36979,-12.8139,1.37679
25.7908,6.41219,1.2242,-6.71036,-0.759439,6.10701,3.81819,-11.1354,-7.93106
34.3357,-2.74308,-3.35343,-8.54142,-3.04826,7.78548,3.81819,-12.6613,-10.6776
35.2513,1.98714,1.98714,0.0035,0.766439,11.7528,7.93806,-6.86295,-0.454263
31.5892,16.7882,7.32771,4.27596,4.58113,20.7554,15.8726,3.81819,4.58113
27.7745,15.8726,0.461263,-9.15177,-7.77848,18.4666,13.889,1.37679,-6.10001
23.6546,3.51302,-9.15177,-22.5795,-21.2062,6.86995,6.10701,-7.16813,-17.8493
24.265,5.0389,-10.3725,-21.0536,-19.6803,8.54842,5.95442,-6.55777,-19.6803
27.3167,4.58113,-19.3751,-28.3778,-26.089,9.15877,-0.149088,-16.3234,-25.4787
23.1968,-10.3725,-36.1598,-50.3505,-47.7565,-7.32071,-19.8329,-39.9745,-35.3969
16.7882,-10.8302,-37.0753,-58.5902,-57.0643,-17.5441,-33.5658,-50.5031,-30.3615
15.5675,-2.28532,-33.7184,-56.7592,-56.7592,-22.8847,-39.5167,-54.3177,-21.2062
11.4476,-5.48966,-40.2797,-61.642,-64.3885,-39.5167,-48.672,-66.6774,-23.1898
3.51302,-8.54142,-43.7892,-63.6256,-69.8817,-50.8082,-58.5902,-74.4593,-24.4105
4.58113,-9.60953,-41.1952,-57.6747,-68.9662,-51.1134,-62.5575,-74.9171,-18.0019
14.0416,-16.7812,-38.7538,-52.3341,-71.4076,-53.5548,-60.5738,-77.9689,-12.6613
18.314,-19.2226,-33.5658,-51.8763,-77.9689,-53.5548,-60.879,-83.0042,-12.3561
12.5157,-9.60953,-23.1898,-48.0616,-77.2059,-43.9418,-57.3695,-76.5956,-9.76212
5.80184,-1.06461,-15.1027,-37.2279,-65.6092,-31.277,-39.8219,-56.7592,-3.65861
11.1424,2.29232,-11.288,-23.1898,-47.9091,-18.9174,-20.1381,-34.9391,-1.67497
22.2813,5.19148,-6.40519,-9.76212,-28.0726,-3.04826,-4.57413,-16.0182,-4.87931
22.7391,2.4449,-6.40519,-3.96378,-13.882,9.76912,8.39583,-3.65861,-13.119
20.4503,-3.04826,-10.5251,-4.26896,-3.04826,14.9571,12.9735,3.51302,-25.6312
28.3848,0.156088,-8.38883,1.2242,14.9571,21.2132,17.0933,16.6356,-32.1925
35.709,6.10701,-4.87931,5.95442,28.3848,28.0796,30.0633,28.9952,-30.9718
35.0987,5.80184,-6.86295,0.308676,21.9761,30.8262,38.6082,25.6382,-25.6312
33.7254,9.61653,-6.86295,-7.01554,7.32771,32.8099,31.284,13.889,-14.6449
32.9625,18.4666,-6.10001,-13.7294,-7.77848,32.6573,18.0089,3.05526,-8.08365
30.0633,12.2105,-14.1872,-28.2252,-29.4459,23.6546,5.19148,-14.4923,-15.713
25.6382,-4.57413,-26.089,-44.7047,-48.672,5.0389,-13.4242,-36.465,-25.7838
