EEGFp1_REF,EEGFp2_REF,EEGF3_REF,EEGF4_REF,EEGC3_REF,EEGC4_REF,EEGP3_REF,EEGP4_REF,EEGO1_REF,EEGO2_REF,EEGF7_REF,EEGF8_REF,EEGT3_REF,EEGT4_REF,EEGT5_REF,EEGT6_REF,EEGCz_REF
22.2813,2.75008,0.766439,2.13973,-2.74308,11.295,-7.32071,8.54842,-10.5251,-8.54142,-2.4379,-38.44862,-5.64225,-22.7321,-13.119,-22.7321,0.461263
18.4666,6.71736,9.00618,2.13973,4.42855,18.1614,-3.35343,18.314,-4.11637,4.58113,0.766439,-38.90638,-1.36979,-23.6476,-12.8139,-17.0863,1.37679
25.7908,8.24324,6.41219,-10.5251,1.2242,11.4476,-6.71036,15.8726,-0.759439,6.86995,6.10701,-43.02625,3.81819,-22.8847,-11.1354,-19.6803,-7.93106
34.3357,1.2242,-2.74308,-18.4596,-3.35343,3.20784,-8.54142,10.2269,-3.04826,-0.454263,7.78548,-49.28235,3.81819,-25.9364,-12.6613,-27.4623,-10.6776
35.2513,3.66561,1.98714,-10.2199,1.98714,5.0389,0.0035,11.6002,0.766439,-1.36979,11.7528,-45.00989,7.93806,-24.1054,-6.86295,-25.0209,-0.454263
31.5892,13.5838,16.7882,-0.301676,7.32771,8.39583,4.27596,10.6846,4.58113,-1.2172,20.7554,-32.95546,15.8726,-14.7975,3.81819,-16.1708,4.58113
27.7745,8.85359,15.8726,-5.18448,0.461263,0.308676,-9.15177,-3.81119,-7.77848,-16.3234,18.4666,-32.95546,13.889,-14.7975,1.37679,-17.2389,-6.10001
23.6546,-1.52238,3.51302,-16.1708,-9.15177,-8.99918,-22.5795,-17.3915,-21.2062,-35.0917,6.86995,-37.22792,6.10701,-23.6476,-7.16813,-23.0373,-17.8493
24.265,0.308676,5.0389,-14.9501,-10.3725,-6.55777,-21.0536,-16.3234,-19.6803,-38.9064,8.54842,-30.20888,5.95442,-20.5958,-6.55777,-20.1381,-19.6803
27.3167,5.19148,4.58113,-13.2716,-19.3751,-12.9665,-28.3778,-23.6476,-26.089,-41.5004,9.15877,-31.73476,-0.149088,-18.1544,-16.3234,-22.8847,-25.4787
23.1968,5.0389,-10.3725,-22.7321,-36.1598,-31.8873,-50.3505,-43.6366,-47.7565,-50.0453,-7.32071,-49.28235,-19.8329,-34.3287,-39.9745,-39.6693,-35.3969
16.7882,5.34407,-10.8302,-28.3778,-37.0753,-37.9909,-58.5902,-47.2987,-57.0643,-47.7565,-17.5441,-58.13244,-33.5658,-49.1298,-50.5031,-49.1298,-30.3615
15.5675,-2.59049,-2.28532,-26.089,-33.7184,-34.7865,-56.7592,-39.3641,-56.7592,-42.1107,-22.8847,-59.96349,-39.5167,-54.9281,-54.3177,-50.8082,-21.2062
11.4476,-12.9665,-5.48966,-24.7157,-40.2797,-34.3287,-61.642,-38.6012,-64.3885,-47.4513,-39.5167,-66.52477,-48.672,-57.6747,-66.6774,-57.8273,-23.1898
3.51302,0.919027,-8.54142,-24.5631,-43.7892,-31.1244,-63.6256,-38.4486,-69.8817,-52.7919,-50.8082,-68.81358,-58.5902,-57.0643,-74.4593,-64.9989,-24.4105
4.58113,16.9407,-9.60953,-21.664,-41.1952,-24.7157,-57.6747,-35.0917,-68.9662,-54.6229,-51.1134,-70.03429,-62.5575,-61.7945,-74.9171,-72.1705,-18.0019
14.0416,7.4803,-16.7812,-19.5277,-38.7538,-23.0373,-52.3341,-35.8546,-71.4076,-61.9471,-53.5548,-78.12144,-60.5738,-72.0179,-77.9689,-81.1732,-12.6613
18.314,-6.10001,-19.2226,-22.1217,-33.5658,-27.0045,-51.8763,-41.3478,-77.9689,-73.849,-53.5548,-86.36118,-60.879,-78.1214,-83.0042,-87.2767,-12.3561
12.5157,-11.5932,-9.60953,-20.4433,-23.1898,-26.5468,-48.0616,-43.7892,-77.2059,-80.7154,-43.9418,-87.88706,-57.3695,-77.5111,-76.5956,-87.2767,-9.76212
5.80184,-12.8139,-1.06461,-14.1872,-15.1027,-20.901,-37.2279,-40.4323,-65.6092,-79.1896,-31.277,-81.78355,-39.8219,-71.255,-56.7592,-81.1732,-3.65861
11.1424,-1.36979,2.29232,-12.5087,-11.288,-13.5768,-23.1898,-29.9037,-47.9091,-66.3722,-18.9174,-70.03429,-20.1381,-55.8436,-34.9391,-63.9308,-1.67497
22.2813,12.3631,5.19148,-13.7294,-6.40519,-6.40519,-9.76212,-15.4079,-28.0726,-44.8573,-3.04826,-56.45398,-4.57413,-37.2279,-16.0182,-38.1434,-4.87931
22.7391,10.2269,2.4449,-16.6286,-6.40519,-6.55777,-3.96378,-8.84659,-13.882,-27.3097,9.76912,-45.77283,8.39583,-28.683,-3.65861,-18.9174,-13.119
20.4503,1.07161,-3.04826,-21.664,-10.5251,-12.6613,-4.26896,-7.93106,-3.04826,-11.7458,14.9571,-39.9745,12.9735,-23.0373,3.51302,-6.2526,-25.6312
28.3848,0.766439,0.156088,-23.1898,-8.38883,-14.7975,1.2242,-0.454263,14.9571,13.126,21.2132,-32.95546,17.0933,-8.38883,16.6356,10.0743,-32.1925
35.709,7.93806,6.10701,-21.2062,-4.87931,-12.0509,5.95442,7.78548,28.3848,33.115,28.0796,-22.88467,30.0633,4.27596,28.9952,21.5184,-30.9718
35.0987,16.483,5.80184,-14.7975,-6.86295,-7.62589,0.308676,7.78548,21.9761,31.4366,30.8262,-15.10269,38.6082,3.66561,25.6382,17.3985,-25.6312
33.7254,21.3658,9.61653,-3.20084,-6.86295,0.461263,-7.01554,6.2596,7.32771,17.2459,32.8099,-12.5087,31.284,-2.74308,13.889,4.88631,-14.6449
32.9625,15.1097,18.4666,-0.606851,-6.10001,3.97078,-13.7294,0.766439,-7.77848,-2.4379,32.6573,-16.93374,18.0089,-11.1354,3.05526,-10.0673,-8.08365
30.0633,5.0389,12.2105,-15.2553,-14.1872,-10.9828,-28.2252,-20.7484,-29.4459,-31.7348,23.6546,-30.66664,5.19148,-24.258,-14.4923,-31.4296,-15.713
25.6382,5.34407,-4.57413,-30.2089,-26.089,-29.9037,-44.7047,-45.1625,-48.672,-61.1842,5.0389,-47.90906,-13.4242,-39.2116,-36.465,-54.7755,-25.7838
17.7037,6.2596,-11.288,-32.0399,-35.8546,-36.3124,-55.2333,-56.1488,-61.0316,-80.868,-17.6967,-60.87902,-35.702,-56.7592,-54.6229,-71.8653,-25.6312
