EEGFp1_REF,EEGFp2_REF,EEGF3_REF,EEGF4_REF,EEGC3_REF,EEGC4_REF,EEGP3_REF,EEGP4_REF,EEGO1_REF,EEGO2_REF,EEGF7_REF,EEGF8_REF,EEGT3_REF,EEGT4_REF,EEGT5_REF,EEGT6_REF,EEGCz_REF
91.251,97.20191,120.5478,106.5098,135.3489,106.5098,124.8203,115.2073,129.5505,110.7822,121.0056,107.8831,111.8503,107.7305,112.9185,113.071,122.6841
86.2156,98.11744,117.8013,105.2891,132.2971,107.2727,120.2427,115.3599,124.3625,108.4934,115.8176,105.7468,106.052,106.8149,104.0684,107.8831,124.0574
84.6897,102.5425,115.3599,109.4089,129.7031,113.5288,117.3435,118.7168,125.8884,111.24,121.3108,108.646,107.5779,109.2563,104.8313,107.4253,122.8367
85.6052,99.49073,109.2563,108.7986,121.3108,109.7141,112.4607,114.4443,126.041,106.6624,121.1582,110.0193,105.4416,106.6624,107.4253,107.2727,116.1228
89.8777,98.72779,108.0356,104.8313,123.5996,107.8831,113.071,112.3081,117.6487,105.7468,116.8857,109.8667,104.9839,107.7305,100.5588,102.3899,116.2754
93.5398,100.7114,113.9866,106.2046,128.635,106.3572,118.5642,111.3926,123.447,105.8994,113.071,109.7141,105.7468,109.8667,104.9839,105.7468,119.022
93.6924,100.2537,112.9185,103.458,129.3979,106.2046,118.5642,111.3926,124.8203,108.1882,117.4961,109.7141,108.1882,108.9512,107.8831,106.6624,116.8857
89.7251,101.7795,112.1555,106.052,131.9919,111.8503,120.853,116.2754,126.6514,113.071,123.447,110.7822,112.7659,110.9348,110.1719,108.646,118.1064
84.0794,100.7114,110.6296,108.9512,128.0246,111.3926,119.6323,115.8176,127.1091,109.2563,117.0383,109.2563,108.7986,111.8503,111.24,111.5452,116.2754
88.1992,101.7795,112.7659,108.9512,130.466,114.1392,118.5642,117.4961,121.616,111.24,117.4961,111.5452,109.7141,116.5806,109.1038,112.0029,117.0383
90.6406,100.7114,115.8176,108.4934,130.466,112.4607,118.5642,115.2073,126.8039,112.1555,115.8176,112.6133,110.6296,116.1228,114.1392,116.428,117.1909
86.5208,97.81226,107.4253,103.7632,124.6677,108.4934,113.834,110.0193,124.5151,109.8667,112.0029,110.7822,107.4253,110.9348,110.477,113.2236,113.6814
84.6897,100.5588,107.1201,106.8149,126.1936,112.4607,115.8176,113.071,124.6677,114.9021,119.022,113.834,110.477,113.2236,110.7822,114.7495,115.8176
81.1802,99.49073,111.0874,109.5615,124.5151,111.8503,115.3599,113.9866,125.8884,115.9702,120.0901,114.2917,107.5779,115.3599,111.3926,119.7849,114.2917
83.3164,99.94849,109.4089,110.9348,124.3625,115.665,112.9185,117.1909,119.3271,118.5642,118.8694,115.2073,103.3054,118.259,102.2373,117.9538,114.5969
86.9785,101.3218,108.0356,115.8176,122.9892,117.3435,114.2917,119.4797,125.2781,116.8857,114.1392,116.5806,100.7114,117.8013,106.3572,120.3953,117.8013
84.6897,101.1692,106.9675,112.9185,123.9048,116.1228,114.9021,120.0901,126.9565,115.665,112.6133,115.3599,101.3218,116.1228,110.477,120.0901,119.1745
83.9268,103.3054,110.9348,111.5452,130.0083,118.5642,119.7849,124.0574,129.7031,121.3108,118.8694,116.1228,106.5098,119.6323,112.6133,121.0056,121.7685
85.9104,100.864,110.3245,111.3926,126.1936,115.0547,120.0901,121.7685,131.0764,119.3271,114.9021,115.3599,103.3054,117.3435,110.9348,120.7004,119.1745
88.3518,99.7959,108.4934,110.7822,126.3462,115.5124,119.3271,121.616,124.6677,119.7849,115.0547,114.4443,102.8477,114.1392,105.5942,116.1228,119.022
84.3845,97.3545,109.8667,110.3245,127.2617,113.3762,120.7004,119.9375,130.3135,118.7168,116.5806,111.8503,103.6106,110.6296,112.4607,118.5642,119.022
79.6543,95.06568,107.7305,106.9675,127.2617,112.3081,119.9375,119.1745,130.1609,117.9538,114.9021,111.24,104.3735,112.1555,112.3081,117.8013,116.7331
82.2483,99.33814,112.1555,111.8503,133.9756,119.3271,125.5832,125.1255,129.3979,122.6841,119.022,115.9702,111.24,120.3953,111.6977,118.7168,122.0737
82.2483,99.33814,112.4607,112.9185,131.5342,116.1228,124.2099,121.1582,128.9402,116.8857,115.8176,114.4443,107.4253,117.4961,112.0029,118.8694,121.9211
82.0957,99.49073,104.3735,107.2727,127.5669,112.4607,117.3435,116.1228,119.4797,111.6977,111.6977,111.8503,101.1692,111.8503,103.6106,111.3926,117.8013
84.8423,97.96485,101.0166,105.5942,124.3625,109.2563,116.428,113.9866,121.7685,108.7986,108.7986,109.7141,99.7959,110.1719,104.8313,111.24,115.0547
87.4363,93.08204,105.5942,103.1528,128.0246,108.4934,119.6323,114.9021,126.041,111.0874,114.4443,106.2046,105.4416,109.8667,109.5615,113.2236,116.5806
86.5208,95.67603,117.8013,108.9512,138.7058,116.2754,127.4143,121.9211,134.5859,120.3953,126.041,111.8503,115.5124,114.4443,119.022,119.4797,124.6677
79.8069,98.27002,114.9021,114.4443,131.3816,116.5806,122.5315,121.0056,137.0273,117.1909,118.7168,119.1745,109.5615,115.0547,121.1582,122.6841,121.616
81.9431,99.33814,103.1528,112.3081,122.0737,116.2754,110.477,117.9538,125.4306,115.0547,114.1392,119.7849,103.0002,115.3599,109.5615,117.1909,113.834
89.7251,95.67603,103.0002,106.3572,119.9375,111.6977,107.1201,113.3762,129.3979,117.0383,118.259,113.9866,105.2891,117.0383,112.9185,121.3108,109.7141
91.0984,92.16651,107.5779,98.72779,125.2781,106.5098,112.0029,111.24,135.5014,122.2263,122.0737,110.477,112.3081,119.6323,121.0056,125.4306,109.5615
90.6406,96.43897,117.9538,104.2209,139.3161,111.0874,126.4988,118.8694,143.1308,132.6023,128.0246,112.7659,121.616,120.5478,128.1772,129.5505,118.1064
88.0466,97.20191,118.259,109.7141,137.4851,110.0193,129.5505,120.0901,146.1826,129.5505,124.3625,111.0874,116.7331,113.9866,127.4143,129.7031,118.7168
85.7578,97.96485,107.4253,107.8831,128.9402,111.8503,121.0056,119.022,132.7549,122.6841,121.7685,111.5452,111.5452,113.2236,114.4443,119.9375,115.2073
82.4009,97.3545,104.5261,109.2563,124.6677,114.2917,117.0383,119.022,129.0928,118.7168,117.9538,116.1228,108.7986,115.2073,110.477,119.1745,113.9866
81.3328,94.60792,104.6787,107.2727,126.4988,114.7495,117.4961,121.4634,128.7876,121.3108,116.428,117.0383,107.5779,117.3435,109.1038,121.7685,113.071
86.2156,96.28638,110.0193,108.7986,135.654,118.1064,124.3625,127.1091,134.8911,128.0246,124.8203,114.5969,114.5969,122.5315,116.7331,123.9048,118.7168
86.6734,93.69239,111.8503,111.24,133.3652,114.4443,123.447,121.3108,138.8584,119.1745,122.6841,110.477,113.9866,116.2754,122.9892,120.0901,120.2427
84.6897,94.76051,110.0193,111.0874,131.229,114.2917,117.8013,115.8176,128.1772,111.3926,119.4797,110.477,112.0029,111.0874,113.834,108.3408,119.9375
83.1638,97.96485,111.24,108.9512,128.635,108.9512,114.7495,110.0193,127.8721,107.7305,117.0383,109.2563,109.5615,111.0874,112.7659,106.6624,116.428
83.9268,95.98121,106.6624,101.3218,124.5151,101.627,111.24,104.8313,129.8557,108.9512,117.6487,107.4253,109.4089,109.7141,115.0547,109.2563,108.1882
90.9458,97.04932,109.4089,106.8149,132.2971,112.1555,119.1745,115.9702,142.5205,124.6677,130.9238,116.7331,122.6841,118.8694,127.8721,122.2263,112.0029
92.7769,96.1338,115.5124,115.2073,135.1963,120.3953,125.8884,126.6514,153.9646,133.2126,134.2807,124.0574,126.1936,127.4143,137.3325,136.7221,118.1064
89.7251,95.21827,116.2754,112.3081,136.7221,120.5478,124.9729,128.0246,141.1472,132.2971,128.635,118.259,119.4797,124.0574,122.3789,130.6186,122.0737
84.6897,94.76051,113.9866,110.1719,134.5859,112.4607,122.2263,118.7168,133.9756,122.8367,118.259,107.8831,111.6977,112.1555,114.1392,120.3953,121.1582
79.1966,94.76051,105.5942,104.9839,126.6514,105.8994,114.2917,109.8667,127.4143,115.9702,110.7822,105.8994,106.052,107.7305,110.6296,115.3599,112.1555
79.5017,99.33814,106.8149,105.5942,128.635,112.9185,115.3599,116.7331,125.5832,125.5832,116.7331,115.5124,108.9512,120.3953,110.0193,125.1255,109.8667
84.3845,97.81226,110.477,109.5615,129.0928,116.1228,119.7849,123.7522,131.5342,130.3135,118.5642,120.5478,108.4934,129.7031,112.4607,137.3325,112.3081
92.0139,98.11744,111.0874,112.0029,133.2126,121.616,123.9048,129.5505,131.3816,129.8557,123.9048,120.7004,113.071,130.7712,112.7659,130.9238,120.3953
91.0984,100.864,116.7331,115.8176,138.7058,123.9048,129.2453,130.0083,136.1118,122.2263,126.041,118.4116,117.6487,121.616,119.4797,121.4634,127.7195
82.2483,99.33814,114.1392,111.5452,136.1118,116.5806,124.6677,122.0737,126.3462,111.5452,116.5806,111.24,109.1038,109.4089,110.1719,110.477,124.3625
82.2483,101.4744,112.0029,110.3245,136.417,115.2073,123.447,119.7849,122.3789,114.2917,115.5124,108.646,106.6624,112.0029,104.6787,109.8667,123.1418
88.5044,100.864,115.5124,114.5969,136.417,116.7331,127.4143,121.616,138.5532,121.3108,120.5478,112.1555,112.0029,119.3271,118.4116,122.9892,123.447
92.7769,101.4744,118.1064,117.0383,140.6894,121.9211,129.7031,126.041,142.5205,131.3816,129.3979,119.1745,119.1745,125.7358,122.3789,129.5505,125.5832
86.9785,102.5425,117.1909,117.6487,138.4006,118.5642,127.5669,122.8367,139.4687,131.6867,128.0246,120.5478,118.5642,124.0574,120.5478,130.466,124.3625
81.3328,100.5588,109.1038,111.5452,129.5505,110.3245,118.7168,115.3599,129.2453,123.2944,119.022,115.0547,111.3926,116.1228,112.0029,123.447,117.0383
87.2837,102.0847,111.24,111.0874,132.2971,113.5288,118.5642,119.022,125.2781,122.8367,121.1582,111.24,108.9512,116.1228,106.8149,119.9375,118.259
89.1148,97.50709,116.428,111.0874,133.823,113.834,122.8367,121.9211,131.5342,120.3953,123.5996,104.2209,106.9675,112.7659,111.3926,122.0737,120.853
86.9785,92.77686,115.2073,108.646,138.5532,117.3435,127.2617,126.041,134.8911,125.8884,128.4824,101.4744,115.3599,110.1719,116.5806,121.0056,122.2263
85.3001,91.55616,114.7495,110.0193,140.0791,117.4961,129.5505,126.4988,144.8093,131.9919,124.9729,104.3735,118.4116,112.6133,124.5151,125.8884,120.2427
83.469,88.50441,107.7305,103.3054,130.466,107.8831,120.5478,118.1064,137.0273,125.8884,115.3599,102.6951,106.8149,110.3245,115.9702,122.2263,112.1555
82.7061,89.26735,105.4416,101.4744,127.2617,106.3572,115.665,114.7495,121.3108,117.9538,117.4961,102.5425,102.2373,108.3408,104.0684,113.5288,111.6977
80.875,89.72511,107.5779,106.3572,124.8203,106.2046,113.834,111.8503,115.2073,105.1365,113.834,103.7632,96.89673,106.052,99.18555,109.4089,112.4607
86.2156,93.38722,108.7986,106.8149,129.3979,109.2563,114.7495,112.6133,108.9512,102.6951,114.4443,102.8477,96.74415,104.6787,92.62428,103.3054,116.1228
88.9622,95.06568,112.7659,106.8149,134.2807,109.7141,120.5478,114.1392,115.5124,107.7305,118.5642,100.1011,101.4744,102.5425,98.5752,106.8149,121.9211
79.1966,90.64064,107.5779,103.1528,128.9402,105.8994,118.259,111.5452,115.665,109.2563,111.8503,100.7114,99.49073,103.458,98.72779,109.8667,119.3271
74.6189,94.60792,103.6106,104.5261,126.3462,108.4934,115.8176,112.0029,113.6814,113.3762,109.2563,106.3572,98.42261,111.6977,95.37086,110.7822,117.4961
77.2129,98.27002,103.7632,108.4934,122.3789,107.4253,114.7495,110.9348,117.9538,110.6296,108.0356,106.8149,94.60792,111.24,98.42261,113.071,115.665
77.6707,98.11744,104.9839,110.477,127.2617,112.9185,117.1909,117.0383,115.3599,112.1555,112.4607,108.4934,98.5752,109.8667,97.20191,110.0193,118.5642
75.0767,95.67603,110.1719,112.6133,132.9074,116.7331,122.5315,122.9892,120.5478,115.0547,115.9702,110.1719,101.7795,112.7659,101.627,112.3081,122.8367
77.6707,90.94581,105.1365,105.4416,126.8039,111.6977,119.1745,120.2427,118.259,112.7659,113.6814,104.8313,95.82862,111.0874,98.42261,112.3081,119.022
84.0794,93.84498,101.1692,104.3735,126.3462,113.3762,119.4797,122.0737,114.4443,116.2754,115.0547,102.8477,98.5752,110.7822,95.82862,112.6133,118.7168
80.2647,96.1338,101.9321,108.7986,125.2781,111.6977,119.4797,119.7849,118.259,111.24,109.4089,105.4416,98.88038,108.9512,101.1692,114.2917,117.8013
76.45,96.89673,103.1528,107.5779,128.3298,111.24,118.259,117.8013,116.2754,108.1882,111.24,108.3408,99.49073,110.477,101.0166,107.8831,118.5642
79.8069,96.28638,108.7986,107.2727,132.9074,109.7141,122.5315,117.3435,123.447,111.5452,117.1909,106.052,103.6106,111.0874,106.3572,109.2563,121.9211
