EEGFp2_REF,EEGF4_REF,EEGC4_REF,EEGP4_REF,EEGO2_REF,EEGF8_REF,EEGT4_REF,EEGT6_REF,EEGCz_REF
3491.9746,3359.2233,3405.4574,3002.7783,3413.0868,3420.2584,3473.6641,3448.3345,1686.8613
3482.6668,3350.2206,3396.4547,2994.8437,3404.0841,3411.2557,3464.3563,3439.1793,1682.4363
3473.5115,3341.3705,3387.452,2986.9091,3395.0814,3402.1004,3455.201,3430.024,1678.0112
3464.2037,3332.5204,3378.4493,2978.9746,3386.0787,3393.0978,3446.0457,3421.0213,1673.4336
3455.0484,3323.6703,3369.4467,2971.04,3377.0761,3384.0951,3436.8905,3411.8661,1669.0085
3445.8931,3314.8202,3360.444,2963.1054,3368.0734,3375.0924,3427.7352,3402.8634,1664.5835
3436.7379,3305.9702,3351.5939,2955.3235,3359.0707,3366.0897,3418.7325,3393.8607,1660.311
3427.5826,3297.1201,3342.5912,2947.3889,3350.2206,3357.2396,3409.5772,3384.858,1655.7334
3418.5799,3288.5751,3333.8937,2939.6069,3341.3705,3348.3896,3400.5746,3375.8554,1651.4609
3409.4247,3279.8776,3325.0436,2931.8249,3332.3678,3339.5395,3391.5719,3366.8527,1647.0359
3400.422,3271.0276,3316.1935,2924.043,3323.5177,3330.6894,3382.5692,3358.0026,1642.7634
3391.2667,3262.33,3307.3434,2916.261,3314.6677,3321.8393,3373.5665,3348.9999,1638.3384
3382.264,3253.7851,3298.4934,2908.479,3305.9702,3312.9892,3364.5639,3340.1498,1633.9134
3373.2614,3245.0876,3289.7958,2900.8496,3297.2726,3304.1391,3355.5612,3331.2997,1629.6409
3364.4113,3236.5427,3281.0983,2893.0676,3288.4226,3295.4416,3346.7111,3322.4496,1625.3684
3355.5612,3227.8452,3272.4008,2885.4383,3279.7251,3286.5915,3337.861,3313.7521,1621.096
3346.5585,3219.3003,3263.7033,2877.8089,3271.0276,3277.894,3329.0109,3304.902,1616.6709
3337.7084,3210.7554,3255.0058,2870.1795,3262.33,3269.1965,3320.1608,3296.0519,1612.3985
3328.8583,3202.2105,3246.3083,2862.5501,3253.6325,3260.499,3311.3107,3287.3544,1608.126
3320.0082,3193.8181,3237.7634,2854.9207,3244.935,3251.8015,3302.6132,3278.6569,1603.8536
3311.1581,3185.2732,3229.2185,2847.2913,3236.3901,3243.2566,3293.7631,3269.9594,1599.7337
3302.4606,3176.8809,3220.6736,2839.8145,3227.8452,3234.5591,3285.0656,3261.2619,1595.3086
3293.7631,3168.4886,3212.1287,2832.1851,3219.3003,3226.0142,3276.3681,3252.5644,1591.0362
3284.913,3159.9437,3203.4312,2824.7083,3210.7554,3217.4692,3267.6706,3243.8669,1586.9163
3276.2155,3151.5513,3194.8863,2817.2315,3202.2105,3208.9243,3258.9731,3235.1694,1582.7965
3267.518,3143.3116,3186.3413,2809.7547,3193.6656,3200.3794,3250.2756,3226.6245,1578.524
3258.8205,3134.9193,3177.949,2802.2779,3185.2732,3191.8345,3241.5781,3218.0796,1574.2515
3250.2756,3126.6795,3169.5567,2794.9537,3176.7283,3183.4422,3233.0332,3209.5347,1570.1317
