EEGFp1_REF,EEGF3_REF,EEGC3_REF,EEGP3_REF,EEGO1_REF,EEGF7_REF,EEGT3_REF,EEGT5_REF,EEGCz_REF
-3494.5616,3311.1581,3209.9924,3226.9297,3437.806,-3518.9757,3435.9749,3429.2611,1686.8613
-3485.4064,3302.308,3201.4475,3218.5374,3428.6507,-3509.6678,3426.8197,3420.2584,1682.4363
-3476.0985,3293.6105,3192.9026,3209.9924,3419.4955,-3500.36,3417.817,3411.1031,1678.0112
-3466.7907,3284.7605,3184.5103,3201.4475,3410.4928,-3491.0521,3408.8143,3402.1004,1673.4336
-3457.4828,3276.0629,3176.118,3192.9026,3401.3375,-3481.7443,3399.659,3393.0978,1669.0085
-3448.3275,3267.3654,3167.573,3184.3577,3392.3348,-3472.4364,3390.6564,3384.0951,1664.5835
-3439.1723,3258.6679,3159.1807,3175.9654,3383.3322,-3463.2811,3381.6537,3375.0924,1660.311
-3430.017,3250.123,3150.7884,3167.4205,3374.4821,-3454.1259,3372.651,3366.0897,1655.7334
-3421.0143,3241.4255,3142.5486,3159.0281,3365.4794,-3444.9706,3363.8009,3357.0871,1651.4609
-3412.0117,3232.728,3134.1563,3150.6358,3356.4767,-3435.8153,3354.7982,3348.237,1647.0359
-3402.8564,3224.1831,3125.764,3142.3961,3347.6266,-3426.6601,3345.9481,3339.3869,1642.7634
-3393.8537,3215.6382,3117.5243,3134.1563,3338.6239,-3417.5048,3337.0981,3330.5368,1638.3384
-3384.6984,3207.0933,3109.2845,3125.764,3329.7738,-3408.5021,3328.0954,3321.6867,1633.9134
-3375.6958,3198.5484,3101.0448,3117.3717,3320.9238,-3399.4995,3319.2453,3312.8366,1629.6409
-3366.8457,3190.156,3092.805,3109.1319,3312.2263,-3390.4968,3310.5478,3303.9865,1625.3684
-3357.9956,3181.7637,3084.5653,3100.8922,3303.3762,-3381.4941,3301.6977,3295.289,1621.096
-3349.1455,3173.2188,3076.3256,3092.6524,3294.5261,-3372.4914,3292.8476,3286.5915,1616.6709
-3340.1428,3164.8265,3068.2384,3084.4127,3285.8286,-3363.4887,3284.1501,3277.894,1612.3985
-3331.2927,3156.4341,3060.1513,3076.173,3277.1311,-3354.6387,3275.4526,3269.1965,1608.126
-3322.4426,3148.0418,3051.9115,3068.0858,3268.4336,-3345.636,3266.7551,3260.499,1603.8536
-3313.5925,3139.6495,3043.8244,3059.8461,3259.7361,-3336.7859,3258.0576,3251.8015,1599.7337
-3304.7424,3131.4097,3035.7372,3051.7589,3251.1911,-3327.9358,3249.3601,3243.104,1595.3086
-3296.0449,3123.0174,3027.6501,3043.6718,3242.4936,-3319.0857,3240.8152,3234.5591,1591.0362
-3287.3474,3114.7777,3019.7155,3035.5846,3233.9487,-3310.2356,3232.1177,3226.0142,1586.9163
-3278.6499,3106.5379,3011.6283,3027.4975,3225.4038,-3301.5381,3223.5728,3217.4692,1582.7965
-3269.7998,3098.1456,3003.6938,3019.4103,3216.8589,-3292.8406,3215.0278,3208.9243,1578.524
-3261.1023,3089.9059,2995.7592,3011.4758,3208.1614,-3283.9905,3206.4829,3200.3794,1574.2515
-3252.4048,3081.6661,2987.6721,3003.5412,3199.6165,-3275.293,3197.938,3191.8345,1570.1317
-3243.8599,3073.579,2979.8901,2995.6066,3191.2241,-3266.5955,3189.5457,3183.4422,1566.0118
-3235.315,3065.3392,2971.9555,2987.5195,3182.8318,-3257.898,3181.0008,3174.8973,1561.7393
