EEGFp1_REF,EEGFp2_REF,EEGF3_REF,EEGF4_REF,EEGC3_REF,EEGC4_REF,EEGP3_REF,EEGP4_REF,EEGO1_REF,EEGO2_REF,EEGF7_REF,EEGF8_REF,EEGT3_REF,EEGT4_REF,EEGT5_REF,EEGT6_REF,EEGCz_REF
-3494.5616,3491.9746,3311.1581,3359.2233,3209.9924,3405.4574,3226.9297,3002.7783,3437.806,3413.0868,-3518.9757,3420.2584,3435.9749,3473.6641,3429.2611,3448.3345,1686.8613
-3485.4064,3482.6668,3302.308,3350.2206,3201.4475,3396.4547,3218.5374,2994.8437,3428.6507,3404.0841,-3509.6678,3411.2557,3426.8197,3464.3563,3420.2584,3439.1793,1682.4363
-3476.0985,3473.5115,3293.6105,3341.3705,3192.9026,3387.452,3209.9924,2986.9091,3419.4955,3395.0814,-3500.36,3402.1004,3417.817,3455.201,3411.1031,3430.024,1678.0112
-3466.7907,3464.2037,3284.7605,3332.5204,3184.5103,3378.4493,3201.4475,2978.9746,3410.4928,3386.0787,-3491.0521,3393.0978,3408.8143,3446.0457,3402.1004,3421.0213,1673.4336
-3457.4828,3455.0484,3276.0629,3323.6703,3176.118,3369.4467,3192.9026,2971.04,3401.3375,3377.0761,-3481.7443,3384.0951,3399.659,3436.8905,3393.0978,3411.8661,1669.0085
-3448.3275,3445.8931,3267.3654,3314.8202,3167.573,3360.444,3184.3577,2963.1054,3392.3348,3368.0734,-3472.4364,3375.0924,3390.6564,3427.7352,3384.0951,3402.8634,1664.5835
-3439.1723,3436.7379,3258.6679,3305.9702,3159.1807,3351.5939,3175.9654,2955.3235,3383.3322,3359.0707,-3463.2811,3366.0897,3381.6537,3418.7325,3375.0924,3393.8607,1660.311
-3430.017,3427.5826,3250.123,3297.1201,3150.7884,3342.5912,3167.4205,2947.3889,3374.4821,3350.2206,-3454.1259,3357.2396,3372.651,3409.5772,3366.0897,3384.858,1655.7334
-3421.0143,3418.5799,3241.4255,3288.5751,3142.5486,3333.8937,3159.0281,2939.6069,3365.4794,3341.3705,-3444.9706,3348.3896,3363.8009,3400.5746,3357.0871,3375.8554,1651.4609
-3412.0117,3409.4247,3232.728,3279.8776,3134.1563,3325.0436,3150.6358,2931.8249,3356.4767,3332.3678,-3435.8153,3339.5395,3354.7982,3391.5719,3348.237,3366.8527,1647.0359
-3402.8564,3400.422,3224.1831,3271.0276,3125.764,3316.1935,3142.3961,2924.043,3347.6266,3323.5177,-3426.6601,3330.6894,3345.9481,3382.5692,3339.3869,3358.0026,1642.7634
-3393.8537,3391.2667,3215.6382,3262.33,3117.5243,3307.3434,3134.1563,2916.261,3338.6239,3314.6677,-3417.5048,3321.8393,3337.0981,3373.5665,3330.5368,3348.9999,1638.3384
-3384.6984,3382.264,3207.0933,3253.7851,3109.2845,3298.4934,3125.764,2908.479,3329.7738,3305.9702,-3408.5021,3312.9892,3328.0954,3364.5639,3321.6867,3340.1498,1633.9134
-3375.6958,3373.2614,3198.5484,3245.0876,3101.0448,3289.7958,3117.3717,2900.8496,3320.9238,3297.2726,-3399.4995,3304.1391,3319.2453,3355.5612,3312.8366,3331.2997,1629.6409
