EEGFp1_REF,EEGF3_REF,EEGC3_REF,EEGP3_REF,EEGO1_REF,EEGF7_REF,EEGT3_REF,EEGT5_REF,EEGCz_REF
23.1968,37.6927,29.1478,25.0279,-17.3915,43.0333,41.3548,16.9407,14.6519
25.9434,43.491,36.0142,30.3685,-18.6122,41.2022,44.4065,19.6873,21.3658
20.2977,38.9134,33.4202,30.2159,-16.476,37.2349,39.2186,16.7882,17.5511
18.0089,35.2513,29.9107,33.2676,-0.454263,39.6763,38.7608,17.0933,13.7364
21.9761,42.2703,36.6246,43.6436,21.8236,44.254,48.0686,26.8589,20.4503
22.5865,45.7798,40.2867,45.1695,26.5538,40.4393,48.8316,29.6055,23.9598
18.1614,38.4556,32.6573,36.0142,19.2296,35.4039,37.5401,20.7554,16.1778
16.1778,34.0306,27.3167,32.6573,19.6873,41.9651,34.1832,17.2459,10.9898
19.3821,39.6763,33.115,39.9815,27.3167,51.273,43.7962,26.096,16.483
22.1287,44.4065,39.2186,44.4065,28.2322,52.0359,50.0523,32.8099,20.908
21.2132,42.2703,35.5565,36.9297,15.1097,48.679,45.3221,26.5538,16.3304
21.671,41.5074,30.5211,27.6219,-3.20084,47.4583,41.5074,16.7882,13.126
23.502,43.0333,28.8426,21.9761,-19.3751,46.5428,38.6082,9.76912,13.5838
21.9761,40.4393,24.8753,14.6519,-32.8029,45.7798,31.5892,2.29232,9.31135
21.9761,40.1341,24.7227,13.7364,-35.5495,47.6109,31.7418,0.613851,7.17513
25.4857,46.085,33.5728,25.1805,-22.1217,51.4256,39.5237,9.31135,14.9571
24.8753,48.5264,38.9134,35.2513,-2.59049,53.2566,42.5755,19.5347,21.671
22.2813,45.1695,36.472,37.9979,12.6683,50.2049,44.4065,26.4012,18.9244
24.5701,44.5591,36.0142,42.1177,24.5701,48.5264,48.679,32.6573,15.2623
29.1478,47.9161,39.9815,47.9161,33.7254,53.7144,49.1368,38.1504,17.7037
28.69,47.4583,39.9815,46.6954,34.7935,55.8506,45.7798,36.1668,20.6028
23.1968,43.491,36.0142,41.66,29.9107,48.679,42.7281,30.6736,20.4503
22.5865,44.5591,37.2349,43.491,28.5374,48.5264,46.5428,35.0987,21.8236
26.096,46.3902,38.7608,43.9488,25.6382,57.0713,51.8833,40.1341,22.4339
24.265,41.0496,31.7418,34.3357,10.0743,56.9187,46.2376,28.5374,16.3304
21.0606,36.6246,26.096,26.2486,-8.99918,48.679,35.4039,12.0579,12.9735
22.4339,39.6763,29.1478,26.7064,-18.7648,46.2376,32.8099,7.63289,19.3821
23.6546,43.6436,32.3521,27.4693,-23.495,45.0169,33.4202,6.10701,25.0279
21.9761,43.491,30.6736,25.4857,-26.8519,38.6082,30.0633,0.156088,21.8236
22.1287,41.66,29.7581,28.2322,-19.5277,38.1504,31.1314,1.83455,16.6356
23.1968,39.9815,31.284,34.6409,-1.67497,44.7117,36.6246,12.6683,15.5675
21.2132,38.303,31.4366,37.8453,14.0416,45.9324,37.3875,21.0606,17.3985
18.0089,34.9461,28.0796,35.2513,18.9244,40.4393,35.4039,21.9761,15.5675
16.1778,30.6736,23.1968,28.3848,14.1942,37.0823,32.0469,17.2459,9.31135
17.0933,30.6736,24.265,26.7064,11.4476,38.1504,29.1478,13.889,9.61653
18.314,34.0306,28.69,31.5892,15.2623,37.0823,30.2159,15.5675,16.0252
17.7037,34.6409,29.1478,33.115,14.6519,34.3357,30.0633,17.8563,18.1614
17.7037,35.709,30.6736,32.8099,6.2596,34.9461,27.6219,16.7882,20.1451
18.4666,38.6082,35.4039,34.6409,-4.42155,37.2349,28.5374,10.6846,24.8753
15.5675,35.5565,34.1832,32.3521,-16.6286,35.4039,26.7064,0.156088,25.1805
12.2105,29.7581,28.8426,27.6219,-24.1054,28.8426,20.4503,-5.18448,23.0443
13.4312,29.1478,29.4529,30.3685,-15.8656,26.7064,21.8236,1.68197,24.265
16.7882,32.6573,36.472,41.5074,6.41219,34.3357,31.4366,15.8726,28.5374
19.5347,36.0142,41.2022,48.9842,25.6382,42.8807,37.3875,28.2322,32.5047
18.0089,33.5728,34.7935,42.1177,25.6382,41.9651,33.5728,28.8426,26.8589
15.72,31.5892,29.1478,33.878,19.077,39.066,32.0469,24.7227,18.6192
18.4666,40.7444,38.6082,42.1177,28.0796,45.3221,41.5074,30.9788,26.2486
21.8236,51.5782,50.9678,54.9351,40.2867,52.3411,51.273,39.5237,39.5237
23.6546,55.2403,54.4773,57.8343,37.9979,53.104,53.7144,39.6763,42.8807
25.7908,54.9351,54.0196,56.1558,27.0115,56.0032,53.5618,37.9979,40.7444
30.2159,59.5127,58.5972,59.8179,20.7554,64.243,57.8343,39.066,46.085
33.2676,66.5318,64.0904,62.8697,14.6519,66.8369,61.8015,35.2513,55.3929
31.284,66.074,61.1912,57.2239,1.68197,60.7334,59.055,23.6546,55.3929
29.3004,62.5645,57.5291,52.6463,-5.64225,58.4446,55.8506,17.0933,52.7989
27.6219,59.055,55.8506,52.7989,0.156088,61.1912,54.4773,21.0606,50.3575
25.1805,53.867,53.5618,54.9351,15.5675,64.5481,57.5291,34.4883,46.6954
26.4012,53.5618,56.461,63.6326,40.897,72.7879,70.6516,59.5127,48.3738
29.1478,56.3084,61.0386,73.093,64.5481,82.8587,83.3164,83.469,50.0523
27.9271,55.8506,59.9705,72.6353,70.3465,83.0112,82.8587,86.6734,46.5428
25.9434,54.7825,56.7662,66.3792,60.2757,74.1612,73.5508,71.5672,44.5591
26.096,53.2566,53.867,59.3601,42.7281,66.6844,62.2593,52.0359,43.6436
26.2486,50.5101,50.8152,52.7989,25.6382,63.7852,53.5618,35.8616,41.2022
26.8589,51.7308,50.5101,49.1368,14.4993,62.4119,50.3575,27.4693,42.2703
28.0796,56.0032,51.5782,45.7798,3.97078,57.5291,49.5945,21.9761,44.7117
25.7908,53.2566,47.4583,37.9979,-9.76212,48.9842,42.8807,12.5157,40.897
22.4339,46.5428,41.66,32.3521,-16.1708,43.9488,33.878,5.19148,36.0142
22.8917,46.8479,42.4229,36.6246,-7.62589,45.0169,34.1832,7.78548,40.2867
22.8917,46.5428,42.8807,41.66,1.98714,42.2703,36.0142,13.7364,44.1014
19.5347,39.066,37.9979,39.6763,5.80184,37.6927,32.8099,14.6519,37.8453
17.8563,34.7935,36.0142,37.9979,11.4476,41.9651,33.2676,14.9571,31.7418
19.077,37.3875,38.6082,39.5237,18.7718,47.7635,37.3875,19.5347,32.8099
18.7718,39.066,39.3711,37.8453,17.5511,45.4747,37.6927,21.671,33.115
17.2459,39.2186,39.066,34.0306,9.92171,41.3548,35.709,17.3985,30.3685
19.5347,42.7281,41.66,34.3357,7.63289,40.897,36.7772,15.72,31.8943
22.1287,47.3057,44.8643,37.8453,9.00618,42.4229,38.1504,18.4666,37.6927
20.2977,47.3057,45.0169,39.8289,6.10701,44.7117,36.9297,17.8563,41.3548
18.4666,45.0169,44.1014,40.1341,4.27596,44.254,35.4039,15.72,42.5755
19.6873,44.8643,45.3221,42.1177,7.02254,39.9815,36.6246,16.0252,43.0333
21.8236,48.8316,48.9842,47.1531,12.0579,39.6763,39.6763,18.9244,43.3384
23.6546,53.4092,51.5782,51.4256,19.2296,44.7117,42.5755,24.4175,42.7281
24.5701,53.4092,50.5101,52.3411,26.8589,47.3057,46.8479,29.6055,39.8289
24.5701,49.5945,47.3057,52.0359,32.0469,46.5428,49.7471,33.2676,38.303
24.265,45.3221,43.7962,51.4256,35.2513,47.7635,48.0686,35.709,39.066
22.8917,42.4229,41.9651,50.5101,38.1504,48.679,46.6954,37.5401,40.1341
