EEGFp1_REF,EEGFp2_REF,EEGF3_REF,EEGF4_REF,EEGC3_REF,EEGC4_REF,EEGP3_REF,EEGP4_REF,EEGO1_REF,EEGO2_REF,EEGF7_REF,EEGF8_REF,EEGT3_REF,EEGT4_REF,EEGT5_REF,EEGT6_REF,EEGCz_REF
-7.62589,38.4556,18.6192,38.6082,28.2322,32.5047,43.9488,41.2022,45.9324,53.867,28.5374,45.0169,38.9134,43.1858,63.0222,39.066,12.5157
-9.15177,38.9134,11.295,33.2676,21.8236,25.4857,37.5401,32.6573,36.1668,54.6299,21.671,42.4229,31.7418,35.4039,58.292,36.0142,7.93806
-14.1872,37.9979,12.8209,28.8426,19.2296,20.7554,34.9461,30.8262,33.2676,57.0713,20.6028,35.8616,31.284,35.2513,49.1368,38.303,6.10701
-15.5605,36.7772,19.8399,29.3004,24.5701,22.8917,38.9134,32.9625,36.1668,55.698,25.0279,33.7254,31.8943,39.3711,47.0005,38.9134,7.63289
-14.1872,37.2349,17.2459,34.6409,30.2159,28.9952,41.3548,34.6409,26.7064,54.3247,19.9925,39.5237,22.7391,34.6409,44.7117,32.6573,11.7528
-9.15177,38.6082,25.0279,37.9979,36.472,28.69,48.679,27.9271,39.3711,52.1885,24.7227,39.066,26.8589,25.7908,43.491,25.0279,19.3821
-10.0673,37.8453,18.6192,32.8099,30.0633,19.6873,39.3711,17.2459,20.4503,45.7798,18.9244,31.7418,16.9407,26.4012,37.8453,24.1124,15.5675
-12.6613,34.9461,17.0933,28.5374,24.4175,16.1778,35.0987,16.1778,28.8426,47.4583,19.9925,28.8426,20.2977,30.5211,46.2376,30.9788,11.1424
-10.0673,35.709,20.7554,30.9788,27.1641,23.9598,41.66,28.0796,46.085,61.8015,24.7227,31.1314,30.0633,34.1832,58.5972,41.5074,14.4993
-6.86295,38.6082,14.9571,34.0306,27.0115,30.5211,40.7444,39.6763,34.4883,69.5835,19.9925,36.0142,28.3848,42.8807,58.7498,48.5264,16.483
-5.94742,37.0823,21.5184,32.6573,29.3004,31.8943,44.254,43.6436,45.1695,68.5154,28.0796,41.0496,37.2349,49.5945,61.8015,49.2894,19.2296
-8.38883,33.2676,18.9244,29.1478,28.9952,32.3521,41.9651,45.0169,36.0142,68.3628,28.5374,43.1858,32.0469,47.0005,61.3438,47.6109,19.3821
-6.71036,32.3521,22.2813,33.115,29.7581,32.1995,44.1014,41.9651,42.4229,66.3792,34.1832,41.3548,36.1668,39.6763,62.1067,43.9488,23.1968
-4.72672,34.3357,26.5538,37.5401,28.9952,28.0796,45.0169,32.9625,40.7444,59.5127,36.9297,37.9979,37.6927,30.6736,58.7498,37.3875,27.4693
-5.18448,36.3194,19.8399,35.0987,26.5538,23.1968,39.6763,24.8753,25.4857,53.7144,27.7745,33.7254,27.4693,21.5184,52.7989,30.9788,25.7908
-2.74308,35.8616,27.9271,34.0306,34.3357,24.265,46.5428,21.5184,43.7962,56.9187,34.7935,29.1478,34.3357,17.7037,56.3084,28.69,28.5374
-4.26896,34.7935,27.6219,35.709,38.9134,26.7064,46.5428,20.6028,30.6736,60.886,34.4883,28.69,29.3004,22.8917,52.7989,30.9788,30.6736
-3.81119,35.0987,30.2159,36.3194,42.4229,27.1641,50.5101,21.2132,36.9297,57.2239,36.472,32.1995,33.878,27.7745,53.4092,32.0469,32.1995
-0.912027,33.878,31.1314,34.0306,45.0169,28.2322,57.5291,28.0796,46.5428,54.1722,37.2349,33.5728,38.6082,28.2322,58.9024,35.5565,29.9107
-2.74308,32.3521,22.7391,32.6573,43.7962,31.7418,59.3601,41.5074,37.5401,59.8179,29.7581,33.7254,34.7935,33.2676,61.4964,44.4065,24.265
-3.65861,33.115,27.9271,33.878,47.4583,36.472,70.0413,53.104,58.9024,67.4473,34.7935,33.115,44.254,38.4556,66.8369,50.2049,24.4175
-4.72672,35.5565,22.1287,33.115,43.1858,37.6927,67.7525,59.055,51.7308,68.8206,27.6219,33.115,34.6409,37.3875,61.8015,49.1368,23.1968
-2.28532,38.7608,25.3331,35.709,41.0496,37.8453,65.7688,61.4964,56.7662,71.1094,28.3848,37.5401,35.2513,37.3875,61.8015,49.4419,26.096
-0.301676,39.5237,30.8262,39.9815,42.4229,39.2186,63.3274,59.055,54.1722,73.856,34.4883,43.0333,38.7608,39.066,65.3111,52.3411,28.9952
-5.33707,36.0142,20.7554,37.9979,37.2349,37.6927,49.4419,49.5945,29.3004,67.5999,28.0796,41.9651,29.9107,36.3194,62.2593,48.5264,24.5701
