EEGFp1_REF,EEGF3_REF,EEGC3_REF,EEGP3_REF,EEGO1_REF,EEGF7_REF,EEGT3_REF,EEGT5_REF,EEGCz_REF
-6.40519,15.8726,18.9244,17.5511,27.3167,13.2786,16.9407,27.1641,5.64925
-2.89567,17.2459,21.3658,18.4666,24.265,15.1097,13.7364,24.1124,10.3795
-1.52238,16.7882,18.7718,13.889,13.2786,12.0579,6.10701,17.8563,12.0579
-4.26896,14.9571,12.5157,4.27596,0.156088,5.0389,5.80184,5.19148,9.76912
-0.912027,20.4503,18.0089,6.10701,-5.94742,5.95442,4.58113,-4.72672,15.4149
-4.87931,16.3304,18.0089,4.27596,-19.07,-2.4379,-12.6613,-21.5114,16.0252
-1.82755,21.671,25.0279,13.126,-23.495,-0.606851,-4.87931,-22.8847,23.502
-3.35343,25.1805,30.0633,19.077,-25.0209,3.81819,6.2596,-23.495,25.0279
-4.57413,25.3331,32.8099,20.7554,-19.2226,9.92171,9.15877,-21.9691,21.9761
1.98714,27.9271,35.0987,24.265,-3.81119,18.9244,20.2977,-8.08365,20.4503
-3.96378,16.1778,21.5184,14.0416,0.308676,12.3631,16.9407,-2.89567,7.4803
-1.06461,15.1097,17.3985,15.4149,10.0743,17.7037,21.3658,10.5321,4.88631
0.766439,14.8045,14.3468,16.3304,16.7882,20.1451,25.4857,18.1614,3.81819
-3.81119,11.7528,12.3631,12.5157,18.0089,12.3631,19.5347,19.3821,3.81819
-4.57413,16.0252,18.9244,13.126,19.8399,8.701,18.6192,22.8917,12.8209
-11.8983,9.00618,10.8372,0.919027,8.85359,-2.74308,5.49666,7.78548,10.2269
-8.54142,8.09065,6.56477,-3.65861,1.2242,-3.20084,-5.48966,-0.759439,9.00618
-8.694,6.56477,6.2596,-5.0319,-8.08365,-4.57413,-13.5768,-7.77848,5.95442
-10.8302,6.71736,8.701,-4.57413,-17.0863,-5.64225,-10.5251,-15.1027,5.95442
-3.65861,15.5675,16.9407,3.81819,-17.2389,4.58113,9.76912,-8.84659,12.5157
-6.40519,13.5838,16.9407,5.49666,-17.2389,7.02254,22.4339,-2.28532,8.09065
-4.87931,19.6873,25.9434,19.077,-1.06461,16.9407,33.5728,13.889,10.8372
-5.94742,21.2132,28.3848,27.6219,17.0933,19.3821,36.0142,24.265,9.92171
-8.694,15.4149,23.8072,28.9952,29.4529,16.3304,33.7254,30.8262,4.42855
-3.50602,15.8726,25.1805,34.4883,38.4556,21.671,35.2513,40.1341,4.42855
-5.33707,10.2269,18.0089,24.8753,33.2676,15.2623,26.2486,33.2676,-2.59049
-2.4379,14.6519,19.077,19.8399,33.7254,15.4149,21.3658,32.8099,0.919027
-6.2526,13.7364,16.0252,13.126,30.2159,12.3631,12.8209,27.9271,4.42855
-11.1354,8.54842,6.71736,3.36043,21.671,4.58113,7.32771,16.6356,3.20784
-5.94742,10.6846,3.20784,0.0035,19.9925,4.27596,12.0579,13.4312,5.95442
-10.3725,0.919027,-7.4733,-11.4406,12.5157,-3.20084,3.05526,4.27596,-1.06461
-7.16813,2.4449,-3.04826,-9.45694,9.31135,2.29232,6.56477,4.88631,-0.454263
-5.33707,8.54842,5.80184,-5.0319,0.156088,7.32771,14.9571,0.766439,0.461263
-5.33707,11.4476,10.5321,-1.98014,-7.93106,8.701,12.6683,-7.16813,0.308676
2.75008,18.9244,18.6192,8.39583,-1.98014,16.9407,9.46394,-2.74308,6.71736
-0.759439,14.0416,15.1097,4.42855,-4.72672,11.6002,5.49666,-4.26896,3.05526
-1.06461,13.4312,16.3304,3.97078,-4.57413,11.6002,19.9925,4.12337,4.27596
-3.65861,8.85359,12.5157,1.83455,-1.2172,9.46394,19.3821,8.54842,3.20784
-7.16813,3.05526,3.81819,-2.59049,3.51302,3.81819,2.4449,7.78548,0.156088
-2.59049,5.64925,3.20784,1.37679,11.6002,7.17513,1.68197,18.9244,2.4449
-8.08365,0.0035,-2.4379,-1.82755,8.54842,3.20784,7.17513,18.0089,-5.0319
-5.0319,6.86995,4.58113,3.97078,9.15877,9.31135,20.2977,15.72,-2.28532
-2.13273,8.39583,6.71736,1.37679,2.90267,11.295,12.8209,6.41219,-1.2172
-3.65861,3.05526,0.461263,-9.30435,-5.79484,5.49666,-2.74308,-3.81119,-6.40519
0.919027,11.4476,5.19148,-5.64225,-0.454263,7.93806,7.78548,0.766439,-0.912027
-3.65861,9.31135,2.75008,-6.86295,1.37679,3.81819,13.5838,0.613851,-0.606851
-0.912027,7.32771,5.0389,-0.301676,8.85359,9.31135,14.3468,10.5321,1.68197
-2.4379,4.88631,7.32771,6.71736,12.5157,10.5321,10.6846,16.0252,-1.82755
-5.94742,4.58113,10.9898,12.3631,11.6002,7.93806,13.2786,13.7364,-5.0319
2.4449,10.8372,20.2977,24.1124,17.8563,17.2459,29.6055,21.3658,0.919027
