EEGFp1_REF,EEGFp2_REF,EEGF3_REF,EEGF4_REF,EEGC3_REF,EEGC4_REF,EEGP3_REF,EEGP4_REF,EEGO1_REF,EEGO2_REF,EEGF7_REF,EEGF8_REF,EEGT3_REF,EEGT4_REF,EEGT5_REF,EEGT6_REF,EEGCz_REF
12.9735,41.0496,-31.4296,-51.1134,-53.7074,-71.5602,-11.288,-47.9091,7.17513,-29.1408,-36.0072,-48.9772,-17.8493,-56.1488,77.97585,41.5074,-43.484
12.2105,41.2022,-33.5658,-50.8082,-54.4703,-70.3395,-9.15177,-46.5358,11.295,-30.0563,-39.059,-49.1298,-22.2743,-56.7592,80.72243,42.2703,-42.8737
9.46394,38.9134,-34.1762,-49.2824,-52.9445,-67.8981,-5.64225,-43.484,15.1097,-30.9718,-43.0263,-51.8763,-25.9364,-59.3531,83.16384,38.4556,-39.5167
9.31135,38.4556,-31.277,-46.9935,-49.1298,-65.7618,-2.4379,-40.89,16.3304,-31.5822,-45.4677,-53.7074,-26.5468,-61.642,82.85866,33.2676,-35.8546
11.4476,39.6763,-27.0045,-44.8573,-44.0944,-64.0834,1.07161,-38.6012,17.7037,-30.8192,-45.3151,-52.6393,-22.8847,-60.879,83.77419,31.1314,-32.8029
11.4476,40.5918,-26.5468,-42.1107,-41.5004,-61.4894,2.59749,-36.1598,18.1614,-27.7675,-45.1625,-50.0453,-20.2907,-56.454,84.07936,32.1995,-31.1244
10.2269,41.66,-28.8356,-40.2797,-41.8055,-59.2006,1.83455,-33.871,18.4666,-22.7321,-45.6202,-49.2824,-19.6803,-52.1815,81.48537,35.5565,-31.1244
11.295,43.6436,-27.6149,-40.1271,-40.89,-59.6583,3.05526,-32.0399,21.2132,-17.0863,-43.6366,-50.8082,-16.9337,-51.1134,79.95949,38.7608,-30.3615
12.3631,42.7281,-25.1735,-41.3478,-39.9745,-63.473,4.27596,-34.0236,22.4339,-17.5441,-40.5848,-52.9445,-14.0346,-54.0126,80.41726,36.7772,-30.5141
11.9053,39.6763,-25.7838,-43.484,-42.1107,-68.3558,2.59749,-39.9745,18.9244,-25.7838,-38.4486,-53.86,-14.7975,-58.8954,81.33278,31.1314,-33.5658
12.3631,39.6763,-27.9201,-44.7047,-46.2306,-71.4076,-0.606851,-44.5521,13.889,-33.2606,-38.6012,-53.7074,-19.2226,-62.7101,80.11208,26.8589,-36.9227
11.9053,41.0496,-30.8192,-43.3314,-50.9608,-71.5602,-4.42155,-44.0944,9.61653,-37.6857,-44.0944,-52.1815,-26.5468,-63.473,73.24563,23.0443,-38.1434
9.76912,41.0496,-34.6339,-42.2633,-54.4703,-68.2032,-8.08365,-41.5004,4.73372,-41.8055,-50.8082,-49.8927,-34.3287,-62.7101,63.02225,19.077,-37.8383
9.61653,41.3548,-36.465,-42.7211,-54.7755,-63.7782,-9.15177,-39.8219,2.13973,-41.9581,-51.5712,-48.672,-37.8383,-61.1842,58.13944,20.6028,-37.6857
11.7528,41.2022,-32.6503,-41.0426,-49.8927,-60.4213,-3.96378,-35.8546,7.4803,-32.4977,-45.9254,-47.7565,-32.4977,-56.454,63.48001,31.4366,-35.0917
12.6683,40.2867,-26.6994,-37.8383,-42.1107,-58.4376,5.19148,-30.2089,16.483,-21.8166,-39.059,-47.2987,-22.8847,-52.1815,73.39822,40.897,-30.3615
11.6002,38.9134,-25.0209,-38.4486,-38.296,-59.048,10.8372,-29.4459,20.7554,-19.5277,-35.2443,-48.9772,-16.476,-54.1652,80.56984,41.2022,-28.9882
11.7528,38.1504,-25.7838,-41.0426,-37.2279,-61.1842,12.6683,-32.9555,22.8917,-19.6803,-32.6503,-51.266,-12.5087,-56.7592,87.89406,39.2186,-30.0563
14.0416,40.5918,-24.258,-41.3478,-36.6176,-63.3204,13.5838,-35.0917,25.7908,-18.307,-29.2934,-50.8082,-8.84659,-55.8436,94.60792,38.7608,-29.9037
15.2623,43.1858,-23.6476,-40.4323,-39.2116,-65.7618,11.295,-35.702,25.1805,-20.901,-27.4623,-48.0616,-8.84659,-54.9281,95.37086,36.7772,-30.2089
13.5838,41.0496,-27.0045,-40.5848,-45.6202,-66.8299,3.97078,-37.2279,18.7718,-27.9201,-30.2089,-47.4513,-14.9501,-56.7592,88.50441,33.5728,-33.4132
11.1424,38.1504,-33.108,-42.1107,-52.9445,-68.3558,-4.72672,-40.1271,8.85359,-36.3124,-36.465,-50.5031,-25.3261,-60.7264,75.53445,27.4693,-37.8383
10.0743,38.7608,-37.8383,-41.8055,-58.285,-70.6446,-11.7458,-42.4159,-2.28532,-44.3995,-42.2633,-53.7074,-34.9391,-65.6092,60.42826,18.0089,-39.6693
10.3795,40.7444,-38.6012,-39.8219,-61.1842,-70.4921,-16.0182,-41.1952,-10.0673,-47.2987,-45.4677,-55.691,-39.8219,-68.2032,49.13676,13.126,-37.3805
11.4476,42.2703,-34.1762,-38.4486,-57.3695,-66.2196,-12.8139,-34.9391,-7.77848,-40.89,-43.3314,-57.0643,-37.2279,-66.3722,48.22124,19.2296,-32.3451
12.3631,41.8125,-27.6149,-37.8383,-47.2987,-62.4049,-1.82755,-28.683,4.42855,-29.1408,-37.2279,-56.3014,-27.9201,-60.5738,59.51273,31.4366,-28.8356
12.0579,39.9815,-25.1735,-37.3805,-39.3641,-63.3204,8.09065,-27.6149,16.1778,-21.8166,-33.4132,-54.3177,-20.4433,-56.3014,73.39822,39.9815,-29.1408
12.5157,39.9815,-25.4787,-36.3124,-35.3969,-63.6256,13.5838,-26.2416,23.1968,-17.8493,-33.108,-53.097,-17.5441,-55.691,83.31642,42.5755,-28.3778
14.4993,40.2867,-24.8683,-34.3287,-34.6339,-60.4213,15.2623,-22.8847,27.4693,-14.1872,-32.8029,-52.0289,-15.5605,-55.5384,91.0984,42.5755,-26.089
14.8045,40.2867,-25.7838,-34.1762,-39.6693,-61.7945,10.8372,-25.4787,25.0279,-17.3915,-31.7348,-50.3505,-14.9501,-55.2333,94.45533,40.4393,-28.2252
13.7364,42.5755,-27.3097,-36.465,-46.5358,-67.8981,2.75008,-32.6503,14.9571,-27.4623,-29.2934,-48.5194,-16.6286,-55.691,90.18287,35.5565,-32.8029
14.6519,43.1858,-26.5468,-37.8383,-48.3668,-69.8817,-2.13273,-35.0917,6.86995,-34.6339,-27.3097,-46.6884,-18.7648,-56.6066,80.56984,30.5211,-33.4132
15.8726,39.5237,-26.6994,-37.9909,-48.2142,-68.5084,-4.42155,-34.4813,2.90267,-38.296,-28.8356,-47.6039,-21.664,-58.5902,69.12576,26.5538,-31.4296
14.4993,36.0142,-30.0563,-39.3641,-50.3505,-70.4921,-7.01554,-37.2279,-1.06461,-44.0944,-32.1925,-51.8763,-24.8683,-63.1678,60.27567,22.1287,-32.4977
14.8045,37.0823,-29.7511,-39.9745,-48.672,-71.1024,-5.33707,-37.6857,-0.301676,-45.3151,-32.1925,-53.097,-24.4105,-64.3885,59.36014,21.2132,-32.6503
17.3985,41.5074,-23.9528,-37.0753,-41.9581,-64.8463,1.83455,-30.5141,9.31135,-35.702,-29.4459,-49.1298,-20.4433,-58.1324,66.53177,27.9271,-27.7675
16.9407,42.5755,-22.2743,-34.4813,-39.2116,-60.4213,6.2596,-24.7157,18.6192,-25.4787,-30.9718,-46.9935,-20.1381,-53.4022,74.16116,35.5565,-24.1054
14.0416,40.7444,-26.3942,-34.6339,-40.5848,-61.3368,6.56477,-24.7157,21.2132,-20.901,-35.3969,-48.2142,-21.8166,-54.1652,79.65432,39.6763,-24.5631
12.0579,39.6763,-29.9037,-36.6176,-41.8055,-63.0152,5.34407,-27.1571,19.3821,-19.8329,-37.0753,-48.9772,-20.4433,-54.6229,83.6216,41.3548,-27.4623
10.8372,38.4556,-33.5658,-39.8219,-46.9935,-67.7455,-0.301676,-33.4132,13.5838,-25.7838,-37.0753,-49.8927,-19.9855,-56.3014,83.31642,38.4556,-33.5658
