EEGFp1_REF,EEGFp2_REF,EEGF3_REF,EEGF4_REF,EEGC3_REF,EEGC4_REF,EEGP3_REF,EEGP4_REF,EEGO1_REF,EEGO2_REF,EEGF7_REF,EEGF8_REF,EEGT3_REF,EEGT4_REF,EEGT5_REF,EEGT6_REF,EEGCz_REF
0.46126,5.1915,-10.2199,-1.82755,-14.1872,-4.42155,-12.0509,-9.76212,-17.0863,-17.8493,-21.8166,-8.38883,-16.476,-13.2716,-17.2389,-15.713,-10.0673
-1.3698,5.3441,-11.5932,0.308676,-13.882,-2.28532,-12.9665,-11.7458,-18.4596,-19.07,-21.2062,-9.15177,-16.6286,-14.0346,-18.307,-17.5441,-8.38883
0.91903,3.8182,-5.64225,-0.454263,-9.15177,0.919027,-7.62589,-5.79484,-11.288,-8.38883,-18.0019,-5.18448,-11.5932,-6.55777,-11.5932,-5.64225,-5.64225
5.1915,2.7501,-6.10001,-1.52238,-7.4733,1.68197,-3.81119,-1.06461,-4.57413,0.766439,-12.3561,-1.06461,-6.2526,-0.606851,-4.42155,4.27596,-7.32071
3.9708,3.9708,-14.9501,0.461263,-11.288,-1.52238,-7.01554,-4.72672,-6.71036,-3.20084,-10.8302,-1.82755,-7.32071,-3.35343,-5.94742,-0.454263,-11.288
2.1397,4.5811,-14.0346,2.90267,-10.3725,-2.74308,-6.2526,-6.55777,-6.71036,-7.01554,-15.5605,-4.57413,-9.76212,-6.55777,-10.2199,-6.10001,-7.32071
5.1915,2.4449,-5.48966,2.59749,-3.65861,-1.52238,1.2242,-3.20084,-0.149088,-3.20084,-17.6967,-7.62589,-7.62589,-6.55777,-9.91471,-5.48966,0.156088
6.7174,1.8346,-5.33707,0.156088,-1.52238,-4.26896,1.83455,-4.26896,-0.149088,-3.96378,-15.2553,-10.3725,-5.0319,-7.93106,-8.84659,-7.32071,-0.149088
3.9708,3.6656,-8.08365,0.613851,-5.79484,-5.79484,-4.57413,-7.77848,-7.62589,-10.6776,-13.7294,-8.54142,-4.87931,-8.08365,-8.54142,-11.288,-3.81119
4.5811,6.4122,-4.26896,3.97078,-8.694,0.0035,-6.2526,-6.40519,-10.3725,-12.9665,-13.119,-3.20084,-5.18448,-4.57413,-6.71036,-9.60953,-3.35343
8.2432,6.8699,-3.50602,4.73372,-7.62589,4.42855,-4.57413,-4.42155,-7.4733,-11.1354,-12.2035,-3.20084,-4.87931,-3.35343,-5.94742,-7.01554,-0.454263
7.1751,3.513,-10.0673,0.0035,-5.0319,0.0035,-5.0319,-7.32071,-7.4733,-12.8139,-10.5251,-9.15177,-5.79484,-8.08365,-8.54142,-10.6776,-0.759439
4.8863,1.682,-8.84659,-3.04826,-3.04826,-2.28532,-3.96378,-8.23624,-7.62589,-14.1872,-9.60953,-11.1354,-7.32071,-11.7458,-11.288,-14.7975,-2.74308
5.0389,2.2923,-3.04826,-0.301676,-4.11637,4.88631,-1.67497,-2.74308,-3.20084,-8.38883,-11.288,-7.4733,-9.76212,-9.15177,-13.2716,-13.119,-3.65861
5.3441,3.3604,-6.10001,2.59749,-8.84659,10.9898,-3.65861,1.2242,-1.67497,-1.06461,-14.3398,-3.20084,-13.119,-5.18448,-15.713,-7.62589,-3.81119
5.3441,2.9027,-7.4733,3.20784,-8.54142,10.2269,-4.26896,0.156088,-2.4379,1.68197,-15.5605,-1.06461,-11.5932,-3.35343,-12.9665,-1.06461,-2.28532
6.107,0.15609,0.461263,1.37679,-1.2172,5.95442,0.613851,-1.82755,1.07161,1.83455,-12.8139,-2.28532,-4.87931,-2.89567,-4.42155,3.81819,-1.52238
6.2596,-1.0646,3.20784,-0.454263,2.4449,1.2242,3.81819,-2.4379,4.58113,1.68197,-8.694,-2.59049,-1.67497,-1.67497,0.156088,4.88631,-3.04826
3.3604,0.15609,-3.50602,1.2242,-0.759439,0.461263,2.29232,-1.52238,2.59749,0.308676,-8.694,1.68197,-3.96378,-0.606851,-2.28532,2.4449,-4.42155
0.76644,0.46126,-6.40519,3.81819,-3.81119,4.73372,0.613851,-0.912027,-1.67497,-2.74308,-10.5251,1.2242,-5.18448,-2.13273,-5.18448,-1.2172,-3.04826
2.2923,-1.8276,-3.35343,2.59749,-5.48966,5.95442,-3.04826,-4.87931,-7.32071,-9.76212,-10.3725,-3.35343,-5.94742,-6.2526,-8.694,-8.23624,-0.149088
3.9708,-2.2853,-2.28532,0.613851,-8.08365,0.308676,-10.0673,-12.3561,-15.4079,-20.901,-12.8139,-4.72672,-11.4406,-11.288,-16.3234,-19.5277,-1.67497
1.9871,0.61385,-3.20084,0.613851,-8.23624,-4.26896,-10.6776,-14.0346,-16.0182,-23.9528,-15.5605,-5.0319,-13.7294,-14.0346,-18.7648,-24.5631,-5.48966
