EEGFp1_REF,EEGFp2_REF,EEGF3_REF,EEGF4_REF,EEGC3_REF,EEGC4_REF,EEGP3_REF,EEGP4_REF,EEGO1_REF,EEGO2_REF,EEGF7_REF,EEGF8_REF,EEGT3_REF,EEGT4_REF,EEGT5_REF,EEGT6_REF,EEGCz_REF
-37.5331,26.8589,16.1778,28.0796,19.8399,28.5374,23.6546,26.7064,10.9898,23.8072,15.8726,30.2159,17.0933,37.2349,-4.11637,26.4012,23.0443
-39.059,30.6736,17.7037,31.8943,24.8753,35.5565,34.0306,39.9815,28.0796,45.1695,14.6519,36.9297,22.1287,45.9324,9.15877,46.6954,26.096
-40.1271,27.7745,17.8563,28.2322,27.7745,37.9979,38.9134,46.5428,35.5565,57.2239,16.9407,38.4556,27.1641,48.679,16.483,56.461,26.2486
-39.8219,21.5184,14.8045,20.4503,19.6873,31.5892,30.2159,39.2186,26.2486,50.3575,17.7037,30.6736,23.9598,41.2022,13.2786,49.2894,20.4503
-38.296,18.4666,10.5321,16.6356,9.46394,23.9598,19.3821,28.9952,15.4149,37.9979,15.1097,25.1805,18.4666,32.3521,7.78548,37.6927,12.9735
-34.9391,20.4503,11.6002,18.7718,10.2269,21.2132,16.3304,25.1805,11.6002,31.1314,15.8726,26.7064,23.3494,28.8426,5.80184,29.3004,11.7528
-33.108,22.4339,15.5675,20.1451,16.1778,20.4503,16.9407,23.1968,9.00618,25.6382,19.077,27.7745,29.4529,27.6219,4.88631,21.9761,13.889
-34.9391,24.1124,14.6519,18.7718,15.5675,19.9925,16.6356,21.5184,5.49666,21.9761,18.7718,28.0796,25.4857,27.7745,3.51302,18.314,13.126
-35.5495,28.2322,10.9898,20.1451,11.9053,22.1287,16.0252,22.4339,3.05526,21.5184,14.8045,30.3685,19.6873,30.2159,0.461263,19.6873,12.6683
-39.2116,26.8589,7.02254,19.5347,9.15877,20.6028,12.9735,18.6192,-2.89567,16.3304,7.78548,27.6219,12.3631,27.1641,-8.84659,16.483,12.3631
-44.247,19.5347,6.41219,15.8726,9.46394,16.1778,10.3795,11.6002,-7.4733,8.54842,4.88631,22.7391,7.78548,20.908,-14.3398,9.76912,11.9053
-40.89,20.2977,11.295,16.9407,14.1942,16.7882,15.4149,10.9898,-2.13273,7.63289,12.3631,24.1124,16.3304,21.9761,-5.18448,8.09065,14.0416
-35.0917,26.8589,15.5675,19.9925,19.5347,21.0606,24.7227,15.1097,9.31135,12.6683,19.2296,26.7064,28.2322,26.2486,7.63289,10.0743,17.3985
-33.5658,28.2322,18.0089,21.9761,26.2486,27.0115,35.0987,24.4175,22.8917,24.5701,20.4503,27.9271,33.5728,31.4366,15.5675,19.3821,22.5865
-32.6503,27.4693,19.3821,25.3331,31.7418,35.2513,43.3384,39.066,35.709,43.3384,22.2813,32.6573,36.1668,40.5918,22.1287,37.8453,27.0115
-33.871,29.6055,16.6356,29.1478,29.1478,40.4393,43.6436,47.4583,40.2867,56.7662,22.7391,39.066,37.2349,49.1368,25.7908,52.6463,24.7227
-39.8219,28.69,11.1424,27.9271,22.4339,38.4556,37.6927,44.254,35.2513,56.461,18.314,39.066,33.115,50.0523,23.9598,54.7825,18.6192
-41.1952,25.3331,13.889,25.1805,24.1124,37.0823,36.0142,42.2703,32.3521,54.4773,20.6028,39.066,36.6246,49.5945,24.7227,54.7825,19.2296
-38.7538,26.2486,21.9761,26.7064,29.4529,39.6763,37.9979,45.0169,32.6573,54.7825,29.7581,44.5591,48.3738,52.0359,27.3167,55.698,24.265
-43.1788,27.6219,19.6873,26.7064,25.9434,35.8616,33.115,37.9979,24.265,43.9488,26.7064,43.1858,41.5074,46.2376,17.8563,43.491,22.7391
-46.6884,24.265,13.126,25.3331,20.6028,27.3167,25.1805,24.5701,10.5321,25.0279,17.5511,34.7935,24.7227,33.5728,2.29232,22.7391,19.3821
-45.0099,19.3821,11.7528,24.4175,18.1614,20.7554,19.077,16.6356,0.0035,11.7528,15.8726,27.9271,20.7554,23.9598,-7.4733,8.39583,17.3985
-46.078,16.9407,9.92171,19.2296,12.8209,15.1097,12.5157,11.9053,-7.93106,5.49666,14.3468,21.8236,19.8399,18.0089,-14.3398,2.4449,12.6683
-46.6884,18.6192,11.1424,16.1778,12.5157,14.8045,11.4476,11.1424,-9.15177,4.42855,13.2786,21.671,17.2459,18.6192,-16.9337,3.05526,13.5838
-45.0099,20.7554,16.1778,19.8399,19.6873,19.077,17.3985,14.6519,-4.42155,6.41219,15.5675,27.1641,19.6873,23.8072,-12.8139,5.80184,19.077
-46.6884,21.3658,15.8726,24.5701,22.4339,21.9761,21.5184,16.7882,0.766439,9.00618,16.3304,29.9107,24.5701,26.5538,-5.48966,8.39583,19.3821
-52.0289,25.4857,9.61653,28.9952,17.8563,25.0279,21.5184,18.6192,5.80184,14.1942,13.889,32.8099,25.1805,29.1478,1.07161,13.4312,17.8563
-57.9799,28.0796,5.19148,30.3685,14.1942,29.1478,22.5865,24.4175,13.889,25.1805,10.2269,36.3194,22.5865,33.878,5.95442,23.0443,19.6873
-62.5575,22.5865,4.58113,26.7064,15.4149,29.6055,26.4012,30.3685,23.9598,36.9297,8.85359,35.0987,23.9598,37.3875,10.2269,33.4202,19.2296
-62.0997,18.314,5.80184,25.0279,19.8399,28.9952,30.0633,33.115,30.6736,43.6436,12.5157,33.4202,30.0633,39.2186,14.6519,39.6763,17.0933
-56.9117,20.1451,6.71736,26.2486,20.2977,30.3685,29.6055,32.8099,30.2159,43.7962,16.3304,34.4883,33.5728,39.8289,17.5511,41.5074,16.483
-52.7919,24.5701,5.49666,25.0279,13.889,29.7581,24.7227,29.1478,23.8072,38.9134,14.3468,34.1832,28.9952,37.6927,14.4993,38.4556,14.0416
-54.1652,27.0115,3.20784,22.8917,9.76912,25.4857,20.4503,23.502,16.1778,31.8943,9.61653,32.9625,23.6546,33.4202,5.49666,30.9788,10.9898
-55.8436,26.2486,4.73372,23.502,14.1942,24.265,21.2132,22.1287,12.5157,27.7745,9.76912,32.8099,27.1641,32.0469,-1.36979,25.1805,14.4993
-56.6066,24.7227,7.4803,23.3494,18.1614,25.9434,22.2813,23.9598,9.31135,25.1805,11.1424,31.8943,26.096,32.1995,-4.72672,21.0606,19.6873
-61.7945,23.6546,3.51302,20.2977,12.5157,22.5865,15.1097,18.7718,-0.606851,15.4149,5.34407,29.1478,13.4312,27.0115,-12.3561,11.295,15.8726
