EEGFp2_REF,EEGF4_REF,EEGC4_REF,EEGP4_REF,EEGO2_REF,EEGF8_REF,EEGT4_REF,EEGT6_REF,EEGCz_REF
-11.8983,3.36043,-59.96349,-493.4654,-406.1851,36.7772,49.7471,21.67096,-163.2654
-9.45694,2.13973,-62.71007,-502.1629,-416.2559,36.0142,41.2022,14.9571,-163.5706
-8.99918,3.66561,-60.57385,-505.062,-421.4439,36.3194,44.254,15.41486,-160.5188
-11.288,1.98714,-62.55749,-508.5715,-426.3267,32.5047,44.4065,15.10969,-160.5188
-11.7458,-2.89567,-69.11876,-517.5742,-434.2613,29.1478,42.2703,8.548415,-164.9439
-8.08365,-1.82755,-68.661,-522.457,-438.5338,30.5211,42.1177,3.970782,-163.7232
-5.18448,2.75008,-62.25231,-520.9312,-435.1768,33.878,44.5591,7.175125,-158.3826
-4.42155,3.20784,-59.20056,-522.1519,-430.9044,38.7608,50.8152,12.36311,-157.4671
-3.35343,3.20784,-59.20056,-527.4924,-432.5828,41.8125,55.698,12.66829,-156.5516
-2.13273,4.73372,-57.21691,-530.239,-436.8553,40.1341,52.3411,9.769117,-153.3472
-1.52238,3.81819,-53.40222,-530.239,-437.4656,39.2186,48.679,11.14241,-153.805
-1.67497,2.29232,-51.87634,-533.1382,-437.9234,40.7444,54.6299,15.72004,-158.6878
-2.59049,3.51302,-54.47033,-540.3098,-445.4002,37.8453,59.3601,13.58381,-160.824
-2.89567,4.73372,-59.81091,-549.9228,-458.8279,33.878,51.1204,3.970782,-160.0611
-2.89567,2.59749,-63.47301,-558.1626,-469.5091,34.6409,43.0333,-3.048255,-159.9085
-3.81119,1.2242,-62.55749,-562.2824,-474.0867,33.878,44.5591,-5.031896,-159.2981
-4.11637,2.4449,-60.87902,-566.4023,-476.5281,29.9107,46.3902,-5.031896,-159.1455
-3.35343,2.4449,-61.64196,-571.8955,-476.5281,28.5374,45.9324,-2.590492,-159.4507
-1.36979,-0.606851,-64.54113,-575.7102,-475.3074,30.6736,46.8479,0.0035,-160.824
0.613851,-2.4379,-66.82994,-578.9145,-475.9178,32.0469,43.7962,-0.3016755,-164.1809
0.156088,-0.149088,-64.54113,-581.0507,-476.2229,32.5047,42.8807,-0.4542633,-163.8758
-1.06461,2.29232,-62.09972,-583.6447,-476.9859,32.9625,45.9324,-1.064614,-161.1292
0.308676,3.05526,-64.38854,-589.9008,-482.6316,30.9788,41.66,-5.337072,-161.1292
4.73372,6.86995,-64.69372,-593.7155,-485.5308,30.9788,38.9134,-5.184484,-160.9766
9.61653,12.2105,-60.57385,-593.5629,-484.1575,37.5401,44.1014,-0.1490878,-158.6878
10.8372,11.6002,-61.79455,-597.3776,-488.8877,43.3384,49.1368,-2.590492,-159.4507
9.46394,7.17513,-66.21959,-603.176,-495.449,41.5074,55.0877,-9.304354,-161.4344
9.46394,7.32771,-64.23595,-603.3285,-495.6016,37.9979,55.5454,-11.13541,-159.1455
10.3795,9.15877,-60.72643,-603.3285,-497.1275,37.5401,48.3738,-10.83023,-156.5516
9.92171,7.17513,-64.69372,-611.2631,-505.5198,37.3875,43.1858,-11.89835,-160.9766
9.76912,4.12337,-71.25499,-620.8761,-509.6397,37.3875,43.7962,-8.694003,-169.2163
10.5321,3.97078,-72.17052,-624.2331,-504.4517,38.1504,48.5264,1.529378,-172.5733
11.7528,5.95442,-69.11876,-623.7753,-497.7378,38.303,53.4092,10.22688,-169.8267
14.6519,7.4803,-69.8817,-627.4374,-497.8904,40.1341,53.5618,11.14241,-169.0638
17.3985,6.71736,-75.37486,-637.0504,-507.0457,40.897,51.7308,4.581133,-173.3362
17.0933,6.10701,-79.49473,-644.985,-518.7949,36.6246,51.1204,-4.574133,-176.2354
16.3304,7.4803,-77.96885,-645.4428,-521.6941,32.0469,47.7635,-9.151766,-173.3362
15.1097,7.32771,-75.98521,-642.8488,-514.3699,29.4529,43.9488,-5.794835,-169.8267
11.4476,3.36043,-78.42661,-643.6117,-509.4871,26.7064,44.1014,-0.1490878,-172.8784
8.09065,0.766439,-83.76719,-648.9523,-515.1328,23.9598,48.679,-1.36979,-178.8294
6.86995,0.308676,-90.02329,-658.2601,-531.4597,19.3821,42.8807,-17.39151,-179.8975
5.80184,-2.28532,-97.3475,-670.9249,-552.6694,10.3795,21.671,-40.89002,-178.5242
4.73372,-6.10001,-103.1458,-679.775,-564.8764,3.05526,10.2269,-51.26599,-179.7449
6.41219,-5.94742,-103.7562,-680.8431,-562.435,3.20784,14.3468,-46.38318,-181.5759
9.15877,-3.81119,-103.9088,-683.5897,-560.4514,5.64925,14.0416,-44.39954,-183.8648
8.09065,-5.33707,-108.3338,-693.8131,-568.9963,3.05526,10.0743,-50.35046,-187.9846
6.41219,-8.99918,-112.6063,-703.1209,-576.9309,0.613851,12.2105,-52.63928,-190.7312
7.93806,-10.2199,-113.827,-707.0882,-578.3042,2.59749,13.7364,-50.35046,-191.189
7.63289,-11.1354,-115.8106,-710.2926,-579.6774,3.97078,10.9898,-52.18152,-193.02
4.73372,-11.7458,-118.0994,-714.1073,-582.424,2.13973,9.92171,-55.08069,-196.2244
5.34407,-8.84659,-119.3201,-717.7694,-583.187,0.308676,10.0743,-54.31775,-197.2925
9.00618,-4.87931,-119.6253,-720.3634,-583.4921,-1.36979,8.09065,-53.85998,-196.0718
9.31135,-4.11637,-119.6253,-721.4315,-586.6965,-3.35343,2.29232,-58.74279,-195.9192
7.17513,-6.40519,-123.44,-725.3988,-594.3259,-4.42155,-2.74308,-67.13512,-198.6658
5.64925,-10.0673,-131.5272,-735.1644,-603.9389,-6.40519,1.83455,-73.08604,-201.2598
5.80184,-11.7458,-137.3255,-744.6248,-611.8735,-10.5251,1.68197,-77.81626,-202.7856
9.00618,-10.2199,-137.9358,-749.0499,-614.7726,-12.3561,-8.99918,-79.95249,-205.99
12.5157,-10.9828,-140.2247,-753.6275,-615.9933,-12.9665,-11.7458,-78.42661,-209.3469
