EEGFp2_REF,EEGF4_REF,EEGC4_REF,EEGP4_REF,EEGO2_REF,EEGF8_REF,EEGT4_REF,EEGT6_REF,EEGCz_REF
-30.6666,21.8236,31.1314,61.64896,7.78548,23.9598,17.3985,28.3848,22.2813
-31.5822,25.9434,33.2676,64.70072,11.7528,29.9107,23.8072,34.0306,25.4857
-29.9037,26.8589,33.115,64.24295,11.1424,28.0796,22.7391,33.115,24.8753
-29.5985,24.4175,32.6573,63.93778,10.2269,23.3494,19.077,29.7581,23.9598
-26.5468,27.3167,36.1668,68.82058,18.0089,28.0796,24.1124,36.6246,27.4693
-21.9691,34.6409,40.4393,73.09304,28.2322,36.6246,31.5892,48.0686,30.3685
-24.1054,34.6409,39.5237,70.80423,28.8426,35.709,32.9625,50.6626,27.1641
-29.7511,27.6219,35.4039,66.22659,21.8236,27.7745,28.69,44.7117,22.2813
-29.5985,25.4857,33.878,65.00589,18.0089,25.3331,25.6382,40.1341,21.671
-25.4787,31.4366,35.8616,67.29471,21.0606,31.284,29.7581,43.3384,23.502
-25.1735,37.3875,40.2867,71.56716,25.1805,37.9979,36.1668,48.5264,26.096
-29.2934,35.709,43.0333,74.31374,23.0443,38.4556,36.0142,45.6272,29.4529
-28.5304,31.8943,41.0496,73.24563,16.3304,35.2513,31.8943,37.8453,30.5211
-22.7321,32.6573,37.9979,71.1094,13.5838,34.6409,31.8943,34.9461,27.7745
-20.4433,35.4039,37.3875,71.87234,15.8726,37.8453,36.472,37.8453,25.6382
-22.2743,36.1668,37.6927,72.63528,16.9407,41.2022,39.3711,40.897,27.0115
-22.4269,34.0306,35.2513,69.8887,13.2786,40.1341,35.709,38.6082,26.2486
-21.664,31.284,32.3521,65.46365,9.76912,35.4039,30.2159,35.0987,22.2813
-21.8166,32.0469,33.5728,64.70072,13.5838,33.7254,30.6736,38.303,21.5184
-20.2907,34.6409,38.4556,70.04129,23.502,36.7772,34.6409,46.8479,26.5538
-16.6286,36.9297,45.4747,77.97585,33.2676,40.7444,37.6927,54.0196,31.7418
-13.882,38.9134,51.4256,83.6216,40.4393,40.897,39.066,57.0713,32.6573
-12.9665,38.1504,51.5782,84.68971,42.8807,35.8616,36.7772,55.698,33.7254
-13.5768,37.0823,49.1368,83.6216,38.7608,33.4202,34.7935,53.2566,38.303
-13.7294,40.897,50.5101,83.6216,32.5047,39.6763,39.9815,53.867,41.0496
-11.1354,46.085,53.5618,83.6216,27.4693,48.0686,47.1531,54.4773,38.6082
-10.3725,44.7117,51.1204,80.56984,20.6028,47.0005,44.5591,47.6109,35.8616
-13.119,39.066,45.7798,77.51809,14.0416,37.9979,35.709,37.9979,35.2513
-12.9665,37.0823,45.1695,79.34914,16.7882,35.4039,35.2513,39.5237,35.709
-10.5251,40.4393,47.1531,82.70607,22.8917,41.2022,41.5074,48.3738,37.6927
-9.45694,43.7962,47.1531,82.09572,21.0606,42.5755,41.66,48.5264,40.5918
-10.0673,41.5074,44.7117,80.41726,17.3985,36.9297,36.7772,42.5755,39.2186
-11.288,36.9297,42.8807,80.56984,20.7554,34.9461,35.8616,43.1858,32.3521
-10.3725,36.9297,41.66,79.8069,25.1805,38.6082,38.1504,46.6954,27.9271
-9.91471,36.7772,38.4556,75.53445,22.8917,37.6927,36.7772,44.8643,28.3848
-14.7975,28.5374,31.284,67.90506,15.8726,29.9107,31.4366,39.6763,25.3331
-19.9855,20.6028,24.265,60.58085,9.15877,24.1124,27.6219,35.4039,17.7037
-18.6122,21.9761,21.3658,54.32475,0.308676,23.502,25.0279,28.5374,16.3304
-14.7975,25.0279,20.6028,50.05229,-10.5251,20.6028,19.9925,18.6192,24.7227
-15.8656,23.3494,22.4339,55.69804,-10.9828,17.5511,18.1614,16.483,31.5892
-16.7812,23.8072,28.0796,68.05765,-1.2172,22.4339,24.5701,25.4857,27.9271
-13.4242,29.1478,33.4202,74.46633,7.63289,30.5211,33.2676,36.3194,23.0443
-11.1354,34.0306,36.472,76.75515,15.72,33.115,37.2349,42.5755,28.3848
-11.5932,35.5565,38.4556,80.26467,25.0279,31.8943,37.6927,45.4747,35.4039
-9.60953,35.2513,41.66,85.45265,33.5728,35.2513,41.9651,50.8152,33.2676
-7.93106,34.1832,43.9488,88.19923,37.2349,40.4393,47.3057,56.7662,26.8589
-10.9828,31.1314,38.7608,81.79055,31.5892,37.5401,44.4065,53.867,21.0606
-14.3398,27.9271,29.3004,69.43094,20.2977,32.5047,37.8453,45.6272,16.6356
-15.1027,26.2486,24.265,62.25931,10.2269,31.7418,35.709,41.2022,16.3304
-12.5087,27.9271,26.2486,64.54813,3.66561,33.115,37.2349,40.2867,19.9925
-6.55777,34.7935,34.6409,72.94045,2.75008,36.0142,40.2867,40.1341,24.5701
-2.74308,40.5918,42.7281,82.24831,8.39583,39.2186,42.2703,41.2022,27.9271
