EEGFp1_REF,EEGFp2_REF,EEGF3_REF,EEGF4_REF,EEGC3_REF,EEGC4_REF,EEGP3_REF,EEGP4_REF,EEGO1_REF,EEGO2_REF,EEGF7_REF,EEGF8_REF,EEGT3_REF,EEGT4_REF,EEGT5_REF,EEGT6_REF,EEGCz_REF
-12.3561,5.19148,7.78548,24.265,9.92171,22.4339,17.24592,-5.642248,34.9461,1.529378,-20.4433,15.41486,-12.2035,15.10969,14.49934,-10.83023,25.9434
-8.99918,4.73372,3.66561,21.5184,12.5157,19.8399,24.41754,-4.11637,44.25395,4.428545,-17.0863,18.7718,-6.86295,19.9925,21.36579,-7.320713,19.077
-6.40519,5.34407,2.59749,18.7718,16.7882,19.077,35.40386,5.038896,50.05229,12.82087,-12.6613,21.2132,-1.06461,23.04425,25.48566,-0.4542633,15.5675
-5.79484,7.17513,6.56477,19.5347,23.6546,20.7554,49.13676,16.02522,50.96782,18.7718,-8.38883,22.28131,5.49666,24.72272,29.60553,6.107011,20.1451
-5.79484,8.39583,4.88631,19.9925,26.5538,22.1287,52.95146,25.48566,51.27299,25.94342,-6.55777,23.80719,9.61653,31.13141,33.57281,12.82087,22.4339
-6.55777,5.0389,8.09065,18.314,29.3004,22.7391,58.13944,31.28399,53.86698,30.97882,-8.08365,23.04425,10.5321,37.3875,33.26763,17.85627,21.8236
-7.01554,4.12337,5.19148,16.9407,30.0633,25.6382,59.20756,37.69268,54.9351,38.45562,-9.60953,22.4339,11.1424,40.28667,33.87799,24.41754,20.4503
-9.45694,5.34407,7.17513,19.2296,34.6409,32.3521,66.98953,41.2022,55.54545,44.40654,-11.4406,19.53473,11.6002,37.84527,34.79351,27.4693,24.265
-12.5087,5.95442,11.1424,22.5865,40.1341,38.4556,74.61892,43.6436,55.24027,46.23759,-13.119,15.56745,10.2269,34.64092,30.36847,25.63825,30.5211
-11.5932,6.71736,9.76912,22.8917,39.2186,40.5918,69.73611,46.39018,52.64628,47.61088,-12.3561,15.87263,8.09065,36.01421,25.33307,25.02789,33.5728
-7.62589,6.56477,16.483,23.1968,38.7608,39.6763,67.44729,42.88066,52.03593,49.44194,-10.6776,14.80451,6.10701,34.64092,24.72272,25.48566,37.2349
-4.72672,8.54842,13.5838,23.0443,31.8943,36.6246,50.81523,33.7254,47.4583,48.52641,-12.5087,9.769117,0.156088,26.2486,23.6546,22.12873,35.709
-5.64225,8.85359,9.61653,22.5865,20.2977,33.2676,31.58917,20.14509,37.54009,34.48834,-18.0019,5.038896,-9.15177,16.78815,18.7718,9.61653,30.9788
-5.94742,8.701,9.46394,23.3494,12.6683,31.8943,23.80719,13.43122,35.40386,26.70636,-19.8329,9.158766,-12.8139,16.48298,14.80451,2.444904,27.7745
-5.18448,9.46394,6.71736,23.502,9.61653,31.4366,18.46662,14.65193,39.67632,31.74176,-17.5441,16.02522,-11.288,21.2132,9.769117,6.259599,25.1805
-7.32071,7.78548,10.5321,22.8917,8.85359,28.69,15.10969,7.938064,37.54009,25.79083,-19.2226,14.19416,-13.119,20.90802,1.681965,3.665607,23.6546
-6.2526,7.63289,8.54842,21.671,4.12337,21.0606,4.275958,-1.522378,29.9107,17.55109,-21.664,11.295,-16.0182,16.94074,-0.7594389,-2.285317,18.6192
-1.82755,8.09065,12.8209,21.3658,8.09065,15.1097,9.311354,-2.74308,31.28399,18.16144,-18.307,11.75276,-10.3725,12.5157,4.428545,-1.827553,18.9244
0.461263,9.00618,18.9244,23.8072,19.6873,19.077,26.85895,8.548415,42.72808,24.72272,-11.7458,15.10969,0.766439,16.78815,14.65193,4.886309,27.4693
-0.454263,10.2269,15.5675,25.7908,24.7227,27.3167,33.7254,22.58649,51.42558,33.42022,-8.38883,19.53473,7.17513,27.92706,25.33307,13.58381,31.8943
-2.13273,9.15877,18.7718,24.8753,28.3848,28.8426,42.11772,28.38483,54.62992,39.06597,-7.77848,18.92438,7.78548,31.43658,27.16412,18.7718,32.5047
-1.67497,9.61653,16.6356,22.8917,29.1478,25.9434,45.47466,32.35211,52.64628,45.77983,-7.32071,17.70368,7.63289,31.74176,24.57013,23.95978,30.5211
-1.67497,11.1424,17.5511,25.1805,29.9107,29.1478,52.18852,38.91338,52.18852,52.18852,-7.62589,19.68732,8.54842,37.54009,27.31671,31.89434,31.1314
-1.98014,12.9735,20.6028,29.1478,30.6736,37.3875,59.81791,47.61088,57.68168,58.13944,-7.16813,23.04425,8.85359,43.79619,32.80987,38.45562,34.3357
-1.82755,13.2786,18.6192,29.4529,30.5211,41.2022,59.51273,48.679,57.98685,57.07133,-5.94742,21.51838,7.78548,40.89702,33.7254,35.09869,36.7772
-2.59049,10.2269,23.6546,29.7581,36.1668,41.9651,64.24295,38.76079,52.18852,45.47466,-6.55777,14.9571,6.10701,28.84259,29.75812,23.50202,42.5755
-3.35343,10.2269,20.1451,30.6736,36.0142,41.2022,58.44462,31.43658,47.30571,36.62457,-9.30435,12.21052,3.05526,21.36579,25.02789,14.65193,43.3384
-4.72672,9.46394,17.7037,28.9952,30.9788,35.0987,50.51005,24.41754,41.65996,24.41754,-13.119,9.921705,-0.759439,19.53473,18.92438,4.886309,38.4556
-5.64225,7.4803,18.4666,27.9271,30.5211,30.2159,48.06865,18.61921,37.84527,15.26228,-16.3234,7.327713,-3.65861,19.53473,14.9571,-3.353431,37.5401
-5.0319,7.63289,15.72,29.1478,32.5047,31.4366,45.32207,18.16144,38.76079,17.24592,-19.5277,8.548415,-6.55777,18.92438,11.44758,-5.031896,40.5918
-6.40519,6.2596,19.6873,28.5374,35.0987,32.1995,47.91606,16.78815,36.92974,15.41486,-23.9528,6.717362,-12.5087,12.97346,1.071614,-9.304354,42.5755
-8.08365,5.34407,15.8726,25.6382,29.7581,30.5211,39.82891,16.48298,29.14776,9.311354,-26.2416,4.733721,-18.7648,10.83723,-8.846591,-15.10269,37.6927
-7.62589,5.19148,16.3304,26.8589,26.8589,32.1995,36.77715,18.16144,25.94342,5.038896,-23.6476,6.107011,-17.5441,15.87263,-7.168125,-15.40786,35.5565
-3.50602,6.71736,19.5347,29.4529,30.9788,35.8616,44.8643,25.94342,32.19952,13.58381,-18.0019,10.37947,-8.23624,23.34943,3.970782,-5.031896,39.066
0.308676,8.54842,14.3468,26.096,31.4366,34.1832,47.00053,32.80987,36.47198,23.04425,-14.7975,12.36311,-1.06461,27.16412,10.22688,5.954423,39.6763
0.0035,7.63289,16.3304,23.6546,30.3685,31.8943,48.37382,30.97882,35.70904,21.2132,-16.0182,8.853591,-1.82755,25.48566,6.412186,8.090652,40.4393
0.0035,9.46394,14.9571,27.9271,29.6055,36.1668,44.8643,33.7254,38.30303,28.99518,-17.6967,9.921705,-2.59049,28.84259,8.24324,13.43122,41.5074
-0.149088,9.92171,17.0933,32.0469,35.8616,42.1177,51.1204,37.69268,43.94878,35.86163,-16.3234,12.82087,2.75008,32.04693,18.31403,18.61921,43.9488
0.156088,7.17513,18.6192,29.6055,40.7444,41.5074,57.3765,36.77715,44.10137,36.31939,-11.8983,12.05793,8.85359,28.99518,23.19684,19.07697,43.9488
2.29232,6.2596,12.9735,24.8753,36.3194,34.4883,51.73075,33.11505,41.96514,41.96514,-8.23624,11.75276,10.0743,27.01154,22.58649,20.60285,38.303
2.90267,5.0389,12.6683,21.2132,31.4366,24.7227,50.35746,23.04425,41.50737,38.15044,-10.2199,8.395827,5.34407,21.51838,18.46662,16.1778,31.4366
3.51302,4.73372,6.86995,17.0933,26.096,17.5511,41.81255,14.9571,36.31939,27.16412,-14.6449,3.055255,-0.912027,12.21052,12.82087,7.480301,25.1805
5.80184,5.0389,10.8372,17.7037,28.9952,21.2132,41.50737,17.09333,34.33575,23.6546,-13.5768,0.7664389,-0.912027,10.37947,11.75276,4.733721,28.2322
8.85359,6.71736,17.3985,23.1968,34.4883,30.2159,47.76347,24.26496,39.82891,30.21588,-10.2199,3.665607,1.83455,16.1778,12.21052,8.548415,33.878
11.1424,9.00618,10.6846,25.7908,26.5538,32.3521,39.21856,24.57013,39.37114,28.99518,-12.3561,8.395827,-1.82755,17.09333,6.564774,7.632889,29.1478
12.2105,9.15877,9.61653,27.4693,17.8563,32.6573,33.87799,20.14509,33.11505,17.09333,-17.5441,9.769117,-8.08365,16.02522,0.0035,0.3086755,27.4693
14.9571,12.6683,8.09065,31.7418,17.7037,38.4556,33.57281,23.95978,33.87799,16.63557,-16.1708,12.97346,-6.71036,21.2132,4.733721,0.7664389,32.3521
18.314,15.8726,9.76912,34.4883,23.502,41.3548,41.35479,25.94342,39.06597,19.83991,-9.60953,18.16144,-0.301676,22.89167,11.14241,3.818194,33.4202
18.4666,14.4993,11.4476,32.0469,28.9952,39.5237,47.30571,26.40118,37.84527,21.2132,-5.48966,19.83991,3.81819,22.58649,9.463942,5.344072,30.6736
