EEGFp1_REF,EEGF3_REF,EEGC3_REF,EEGP3_REF,EEGO1_REF,EEGF7_REF,EEGT3_REF,EEGT5_REF,EEGCz_REF
8.24324,21.2132,22.5865,36.472,61.1912,15.72,64.3955,60.1231,23.1968
0.766439,9.61653,12.0579,33.2676,63.48,11.1424,62.1067,62.1067,10.5321
4.27596,13.889,19.8399,40.4393,72.9405,19.2296,72.7879,72.6353,11.295
13.5838,27.3167,38.4556,50.6626,84.2319,31.7418,87.1311,82.5535,21.671
13.7364,33.5728,50.5101,56.6136,91.8613,36.0142,93.3872,87.5889,27.3167
4.73372,30.3685,53.4092,60.4283,93.845,32.1995,93.9976,90.7932,25.3331
2.13973,30.2159,54.7825,60.4283,88.1992,30.6736,93.3872,88.0466,26.8589
12.9735,38.9134,58.4446,52.7989,75.687,35.0987,89.5725,74.7715,37.0823
19.3821,41.66,56.0032,35.709,53.104,34.3357,79.1966,50.9678,43.1858
9.76912,32.1995,43.7962,12.3631,20.908,23.3494,65.9214,24.1124,39.066
2.59749,27.9271,32.0469,-8.23624,-8.23624,16.9407,57.3765,3.81819,36.0142
9.46394,32.8099,27.4693,-14.9501,-14.6449,20.1451,55.0877,-0.301676,37.0823
15.1097,32.1995,27.7745,1.2242,9.31135,20.2977,57.3765,18.0089,35.4039
8.54842,25.6382,29.9107,29.9107,42.2703,16.483,64.243,47.4583,30.6736
1.07161,23.9598,32.5047,49.1368,62.4119,17.8563,72.7879,69.4309,28.5374
2.13973,24.7227,32.3521,54.9351,73.856,20.6028,76.45,79.6543,29.1478
2.13973,19.3821,26.8589,56.461,84.0794,14.3468,74.0086,84.6897,26.096
-3.81119,12.9735,23.502,59.2076,90.3355,5.80184,73.7034,89.2673,21.0606
-4.87931,14.1942,28.3848,59.5127,88.5044,8.09065,77.3655,88.1992,21.9761
2.4449,18.4666,31.7418,49.4419,78.7388,16.3304,76.9077,74.3137,24.5701
5.80184,16.483,25.3331,33.115,66.9895,17.3985,70.4991,55.8506,20.4503
0.919027,10.6846,18.7718,25.6382,60.1231,12.3631,67.4473,48.679,14.8045
0.766439,14.6519,27.7745,32.5047,60.1231,14.3468,74.9241,56.6136,18.0089
9.76912,27.7745,44.5591,38.6082,57.6817,23.8072,84.0794,61.4964,26.5538
14.6519,36.0142,50.2049,33.2676,47.1531,27.7745,82.0957,53.104,31.5892
