EEGFp2_REF,EEGF4_REF,EEGC4_REF,EEGP4_REF,EEGO2_REF,EEGF8_REF,EEGT4_REF,EEGT6_REF,EEGCz_REF
-8.99918,1.37679,19.077,12.2105,1.37679,24.8753,-3.96378,33.5728,18.314
-7.01554,3.97078,23.1968,15.5675,2.59749,28.0796,0.0035,34.3357,20.7554
-4.57413,7.17513,26.8589,18.4666,2.4449,32.0469,3.97078,34.4883,25.3331
-5.0319,7.78548,26.096,18.9244,-0.149088,29.9107,1.37679,32.3521,27.7745
-4.57413,9.00618,25.4857,20.6028,-0.759439,28.9952,0.766439,32.5047,24.8753
-2.74308,11.9053,26.8589,22.7391,2.29232,34.3357,5.49666,35.709,21.9761
-4.11637,14.1942,27.6219,21.8236,4.88631,37.5401,8.09065,37.9979,23.1968
-7.32071,13.7364,26.7064,19.077,4.42855,34.6409,7.02254,38.303,24.4175
-8.84659,9.61653,23.6546,16.3304,2.90267,30.6736,5.49666,38.6082,21.2132
-8.54142,5.80184,19.5347,12.2105,0.919027,30.0633,3.81819,38.4556,14.9571
-7.16813,6.10701,16.7882,6.56477,-3.65861,29.3004,-1.2172,32.8099,12.0579
-7.4733,6.2596,16.7882,5.80184,-5.64225,25.7908,-8.38883,25.4857,15.5675
-9.60953,4.73372,20.6028,13.889,2.90267,23.9598,-9.91471,26.8589,22.8917
-9.15177,6.56477,25.7908,22.2813,9.76912,27.9271,-5.18448,33.4202,28.0796
-4.87931,11.4476,28.3848,21.3658,3.05526,34.3357,-0.149088,33.5728,26.4012
-1.67497,13.4312,29.1478,16.483,-4.26896,37.2349,1.68197,30.0633,24.5701
-1.67497,11.9053,31.5892,17.7037,-0.759439,37.8453,2.29232,31.8943,29.6055
-1.52238,10.5321,33.878,21.2132,5.34407,39.6763,4.58113,38.303,34.0306
0.308676,10.9898,32.5047,19.5347,5.0389,41.2022,7.17513,41.5074,30.2159
2.75008,12.6683,28.9952,14.4993,0.461263,40.1341,5.0389,38.9134,24.8753
3.97078,13.126,25.6382,11.1424,-3.50602,39.3711,0.613851,34.7935,23.9598
3.36043,10.8372,21.9761,8.54842,-6.40519,39.066,-2.13273,31.7418,23.0443
1.83455,8.85359,20.1451,5.95442,-9.45694,35.5565,-5.0319,27.0115,20.7554
-0.149088,9.46394,23.0443,8.701,-8.23624,33.5728,-3.81119,25.3331,22.7391
-1.2172,10.0743,24.7227,14.0416,-4.26896,35.709,-0.301676,27.3167,25.9434
-1.82755,9.15877,22.5865,14.0416,-5.33707,33.5728,-4.11637,24.8753,25.7908
-3.81119,9.00618,22.2813,11.7528,-8.23624,28.8426,-9.91471,21.8236,24.4175
-6.71036,10.2269,24.4175,12.2105,-5.33707,30.6736,-7.77848,25.4857,24.8753
-7.62589,9.61653,21.8236,9.15877,-3.35343,32.8099,-7.32071,27.1641,23.8072
-8.08365,3.20784,12.2105,-2.59049,-12.3561,25.9434,-17.2389,19.9925,16.7882
-9.45694,-3.20084,3.81819,-13.2716,-24.258,18.6192,-25.7838,12.8209,8.701
-11.288,-5.33707,0.766439,-16.9337,-29.5985,16.9407,-27.1571,9.31135,5.0389
-12.9665,-7.32071,-0.149088,-18.1544,-31.8873,15.72,-28.5304,4.88631,4.58113
-12.9665,-8.08365,0.156088,-17.3915,-33.871,14.0416,-30.3615,1.83455,6.2596
-12.8139,-7.32071,1.2242,-16.0182,-36.7702,12.2105,-32.3451,-1.36979,7.02254
-15.5605,-11.288,-2.4379,-18.1544,-41.8055,6.71736,-38.9064,-8.38883,4.42855
-17.6967,-16.1708,-5.48966,-18.1544,-40.4323,3.81819,-42.2633,-9.45694,3.66561
-16.7812,-13.4242,-1.36979,-12.0509,-29.4459,10.5321,-33.108,1.2242,6.10701
-13.4242,-6.86295,1.98714,-9.60953,-23.1898,17.3985,-25.3261,8.24324,4.58113
-10.8302,-3.96378,0.156088,-13.5768,-26.6994,15.72,-29.9037,3.97078,1.2242
-11.4406,-3.96378,-1.36979,-16.6286,-29.2934,12.3631,-35.2443,1.2242,2.75008
-11.7458,-3.81119,-0.912027,-18.0019,-27.4623,14.3468,-31.7348,6.56477,5.64925
-10.0673,-3.20084,-1.82755,-20.2907,-29.1408,16.6356,-29.2934,8.24324,5.19148
-9.60953,-3.81119,-3.96378,-22.4269,-35.3969,14.4993,-33.871,2.13973,4.58113
-11.288,-5.48966,-4.42155,-21.2062,-38.296,11.6002,-37.0753,-1.2172,5.34407
-12.8139,-6.86295,-3.35343,-17.6967,-37.6857,10.5321,-38.296,-1.98014,5.64925
-14.1872,-7.62589,-2.28532,-15.713,-36.1598,11.295,-38.7538,-2.4379,6.2596
-14.7975,-6.55777,-0.606851,-15.2553,-31.5822,14.1942,-35.5495,0.766439,7.02254
-12.5087,-3.65861,0.919027,-13.5768,-24.8683,18.0089,-30.0563,6.10701,6.41219
-10.2199,-2.59049,-0.301676,-12.2035,-20.5958,18.9244,-28.2252,8.54842,4.73372
-10.9828,-5.48966,-4.26896,-13.882,-20.1381,16.1778,-30.3615,8.39583,2.59749
-12.8139,-8.38883,-6.40519,-15.2553,-20.5958,15.2623,-30.6666,9.31135,0.308676
-13.119,-8.84659,-7.16813,-15.8656,-23.1898,15.72,-30.8192,8.54842,-3.65861
-12.5087,-9.76212,-10.6776,-20.2907,-29.9037,12.2105,-35.5495,2.4449,-8.54142
-12.0509,-10.6776,-11.4406,-22.2743,-33.4132,9.76912,-37.6857,-0.454263,-8.23624
-11.4406,-7.93106,-5.0319,-15.8656,-30.3615,14.0416,-32.6503,3.66561,-1.67497
-10.9828,-5.33707,-1.36979,-11.288,-30.9718,17.7037,-30.5141,4.73372,1.52938
-11.8983,-8.694,-6.71036,-17.2389,-38.4486,15.1097,-34.3287,-1.52238,-2.13273
-13.119,-11.4406,-11.288,-23.8002,-42.2633,11.6002,-36.3124,-6.40519,-3.96378
-12.6613,-7.4733,-7.16813,-21.664,-38.9064,12.9735,-34.1762,-4.72672,0.0035
-11.8983,-5.48966,-3.65861,-19.8329,-37.8383,14.1942,-34.1762,-3.96378,3.36043
-12.5087,-10.2199,-8.08365,-24.5631,-42.5685,9.92171,-38.9064,-8.84659,2.13973
-11.8983,-11.4406,-10.2199,-25.3261,-41.653,7.93806,-39.6693,-8.99918,1.37679
-9.76212,-7.32071,-5.79484,-19.2226,-34.3287,14.0416,-32.8029,-1.2172,2.13973
-9.30435,-5.64225,-1.82755,-15.5605,-30.3615,18.314,-29.2934,4.12337,1.68197
-10.6776,-3.65861,1.83455,-13.119,-28.2252,20.1451,-27.9201,6.71736,4.12337
-11.4406,-0.912027,4.12337,-11.5932,-26.5468,23.3494,-25.6312,8.54842,6.56477
-11.288,-0.301676,1.83455,-15.5605,-28.9882,22.8917,-27.4623,5.49666,4.12337
-10.8302,0.766439,0.308676,-19.6803,-30.9718,21.0606,-29.2934,2.4449,3.05526
-10.3725,0.919027,0.919027,-20.5958,-30.2089,22.8917,-26.6994,3.81819,3.20784
-10.5251,-2.89567,-0.301676,-22.2743,-30.9718,24.4175,-25.7838,4.27596,1.52938
-11.1354,-4.57413,0.613851,-22.5795,-29.5985,23.8072,-26.6994,4.42855,1.98714
-12.2035,-1.2172,5.64925,-18.1544,-22.5795,24.5701,-23.1898,9.76912,5.95442
-13.4242,0.919027,7.78548,-15.4079,-17.5441,25.0279,-19.9855,15.4149,7.78548
-13.4242,-1.82755,3.81819,-17.0863,-18.7648,22.8917,-21.664,14.1942,5.80184
-12.9665,-5.33707,0.461263,-17.8493,-20.901,21.671,-22.7321,10.3795,3.97078
-13.4242,-6.86295,0.613851,-17.0863,-21.664,20.7554,-21.8166,9.15877,3.05526
-13.5768,-5.94742,0.766439,-17.8493,-24.5631,18.6192,-23.0373,7.17513,0.613851
-10.3725,-3.04826,-0.149088,-20.1381,-29.5985,18.1614,-25.3261,3.36043,-1.06461
-7.77848,-2.59049,-1.52238,-24.7157,-34.3287,18.1614,-25.6312,1.2242,-0.606851
-10.2199,-5.79484,-3.50602,-29.7511,-38.9064,14.8045,-26.2416,-1.67497,-1.06461
-12.2035,-9.15177,-6.55777,-32.4977,-43.7892,10.3795,-29.4459,-7.77848,-3.20084
-10.6776,-10.3725,-9.15177,-34.4813,-45.7728,9.61653,-30.8192,-10.9828,-3.20084
-9.76212,-8.84659,-7.32071,-32.8029,-41.8055,12.2105,-26.8519,-6.71036,1.52938
-8.99918,-4.72672,-1.36979,-24.7157,-34.0236,14.6519,-21.0536,0.461263,6.2596
-6.2526,-1.67497,2.13973,-17.5441,-28.8356,16.7882,-17.5441,3.51302,5.34407
-4.11637,-1.36979,2.29232,-16.3234,-26.5468,18.1614,-16.3234,3.66561,2.90267
-5.18448,-2.74308,0.308676,-17.8493,-25.6312,17.2459,-15.4079,4.58113,2.4449
-6.10001,-3.96378,-3.50602,-19.6803,-27.3097,14.9571,-15.8656,4.73372,1.37679
-4.57413,-4.11637,-6.71036,-21.2062,-30.3615,13.889,-18.307,3.20784,-0.454263
-4.87931,-5.48966,-8.23624,-23.9528,-31.7348,14.4993,-18.4596,2.75008,-0.301676
-7.62589,-7.93106,-9.15177,-27.4623,-31.8873,15.5675,-15.8656,3.51302,0.308676
-7.77848,-8.99918,-10.0673,-28.2252,-33.7184,15.2623,-16.3234,1.98714,-2.74308
-5.64225,-7.4733,-9.76212,-26.6994,-34.4813,15.4149,-18.307,0.156088,-7.16813
-5.33707,-3.81119,-6.55777,-23.8002,-30.8192,18.1614,-16.3234,2.4449,-6.55777
-6.2526,-1.06461,-2.89567,-19.2226,-26.6994,21.0606,-13.4242,5.64925,-1.98014
-5.48966,-0.606851,-2.28532,-15.5605,-23.495,21.2132,-13.4242,7.17513,-0.912027
-3.35343,-0.606851,-3.20084,-15.5605,-19.3751,20.6028,-12.6613,10.5321,-3.35343
-3.04826,0.0035,-1.67497,-15.5605,-15.713,21.5184,-8.99918,15.5675,-2.74308
-3.50602,4.58113,3.81819,-12.2035,-14.1872,25.0279,-5.64225,19.077,1.68197
-1.67497,8.54842,6.86995,-11.288,-18.0019,28.0796,-6.40519,17.0933,3.51302
-2.28532,2.90267,-1.2172,-19.8329,-28.5304,21.5184,-14.4923,5.34407,0.613851
-7.01554,-6.40519,-11.5932,-28.3778,-35.3969,9.61653,-24.4105,-6.55777,-0.454263
-9.45694,-7.01554,-10.0673,-27.0045,-32.0399,6.41219,-27.4623,-7.4733,2.4449
-7.93106,-3.04826,-5.0319,-23.9528,-30.8192,11.1424,-22.8847,-3.65861,3.20784
-7.93106,-3.35343,-7.77848,-25.7838,-35.3969,14.1942,-19.6803,-3.50602,0.919027
-10.0673,-2.59049,-8.23624,-23.9528,-32.8029,14.4993,-18.1544,-1.82755,1.68197
-8.38883,2.13973,-0.759439,-16.0182,-19.8329,18.6192,-12.0509,7.78548,4.42855
-3.81119,4.73372,4.58113,-10.8302,-6.55777,25.3331,-4.72672,19.3821,4.42855
-1.2172,7.02254,6.71736,-8.38883,0.919027,30.9788,-0.912027,26.5538,3.81819
-3.20084,10.5321,8.701,-5.18448,2.4449,32.0469,-0.606851,27.9271,5.64925
-6.55777,8.701,5.0389,-7.93106,-4.87931,26.2486,-5.79484,21.5184,5.64925
-6.86295,3.66561,-2.28532,-17.3915,-18.1544,20.4503,-13.119,11.6002,1.68197
-7.16813,1.52938,-5.48966,-22.8847,-27.0045,19.077,-16.6286,4.73372,1.83455
-10.8302,-0.149088,-5.64225,-24.258,-32.6503,15.1097,-21.9691,-3.04826,5.19148
-14.6449,-3.96378,-8.694,-27.3097,-41.3478,7.4803,-32.0399,-15.1027,3.51302
-16.3234,-6.2526,-10.9828,-28.2252,-46.3832,4.12337,-36.9227,-20.7484,1.07161
-16.0182,-2.4379,-6.86295,-23.495,-40.2797,8.54842,-31.4296,-13.882,1.83455
-14.7975,4.12337,0.0035,-15.4079,-28.3778,16.1778,-21.9691,-2.4379,1.2242
-15.5605,5.19148,3.51302,-8.08365,-18.0019,20.2977,-16.3234,6.10701,0.0035
-16.476,3.97078,4.12337,-4.57413,-10.5251,20.908,-14.3398,12.5157,-0.454263
-14.7975,5.0389,3.66561,-5.18448,-7.77848,21.2132,-13.2716,16.6356,-3.35343
-14.0346,4.42855,2.75008,-6.86295,-8.54142,21.0606,-13.119,17.0933,-6.55777
-16.6286,1.68197,2.75008,-7.16813,-7.4733,21.8236,-11.288,19.2296,-8.08365
-18.9174,0.0035,2.4449,-7.93106,-7.32071,22.7391,-9.45694,20.6028,-9.45694
-18.307,-1.36979,-1.06461,-12.6613,-14.1872,19.5347,-14.0346,12.9735,-9.15177
-18.0019,-3.65861,-6.55777,-20.1381,-24.258,13.889,-23.8002,0.308676,-7.93106
-19.9855,-6.10001,-11.1354,-25.4787,-31.5822,9.31135,-30.8192,-7.62589,-9.91471
-21.2062,-8.84659,-15.2553,-28.0726,-37.2279,5.95442,-33.7184,-12.6613,-13.7294
-20.1381,-10.9828,-18.6122,-30.5141,-41.8055,3.05526,-35.8546,-16.7812,-14.7975
-20.1381,-10.3725,-18.1544,-31.1244,-39.9745,2.90267,-35.5495,-15.4079,-11.8983
-21.5114,-7.93106,-15.5605,-28.683,-33.871,5.0389,-31.277,-10.0673,-8.23624
-21.9691,-6.71036,-15.4079,-28.0726,-31.4296,6.41219,-27.6149,-7.62589,-8.38883
-21.8166,-7.4733,-16.476,-29.5985,-30.9718,7.02254,-25.4787,-5.79484,-12.0509
-23.3424,-9.45694,-15.713,-28.683,-27.4623,6.56477,-23.0373,-1.82755,-13.119
-23.3424,-10.6776,-13.882,-26.5468,-24.258,6.10701,-20.4433,0.0035,-11.288
-19.07,-10.0673,-13.2716,-27.0045,-26.3942,7.78548,-19.6803,-1.52238,-12.3561
-17.0863,-11.288,-16.6286,-30.8192,-31.277,6.56477,-22.4269,-4.26896,-17.2389
-19.8329,-14.9501,-21.5114,-35.3969,-33.5658,1.98714,-24.1054,-5.64225,-19.5277
-21.664,-16.7812,-23.0373,-38.1434,-33.5658,1.2242,-21.5114,-5.48966,-16.6286
-21.8166,-16.476,-22.1217,-37.8383,-33.5658,1.37679,-21.9691,-6.71036,-14.9501
-21.664,-14.0346,-20.901,-34.1762,-30.9718,1.2242,-22.4269,-6.55777,-14.4923
-18.7648,-8.84659,-18.1544,-30.2089,-27.0045,5.0389,-16.6286,-4.26896,-11.7458
-15.8656,-3.35343,-13.5768,-26.8519,-25.1735,8.85359,-12.0509,-3.04826,-8.38883
-17.3915,-1.2172,-9.30435,-21.8166,-23.1898,9.46394,-11.4406,-2.28532,-5.33707
-19.07,-0.912027,-7.01554,-16.7812,-20.4433,10.9898,-8.84659,-0.301676,-3.65861
-17.2389,0.461263,-6.86295,-17.0863,-22.4269,11.6002,-7.77848,-1.36979,-4.72672
-17.2389,0.766439,-10.3725,-22.4269,-29.9037,8.09065,-12.0509,-6.71036,-6.55777
-17.8493,0.0035,-14.4923,-26.2416,-34.4813,7.02254,-13.5768,-9.91471,-7.93106
-15.2553,0.766439,-17.6967,-29.1408,-35.8546,8.24324,-12.5087,-11.5932,-11.8983
-14.0346,1.98714,-21.664,-35.3969,-39.9745,4.58113,-14.6449,-15.8656,-17.5441
-16.3234,1.37679,-22.2743,-37.8383,-39.059,1.07161,-12.5087,-15.1027,-18.6122
-16.9337,2.59749,-15.5605,-30.2089,-26.5468,5.34407,-2.28532,-4.72672,-13.4242
-14.3398,5.64925,-10.2199,-21.8166,-16.3234,11.7528,7.02254,3.36043,-9.91471
-13.5768,2.90267,-14.0346,-23.6476,-19.07,11.6002,8.701,0.919027,-13.5768
-17.0863,-3.65861,-17.2389,-28.2252,-25.1735,8.24324,7.93806,-3.81119,-18.0019
-20.1381,-4.11637,-14.3398,-27.0045,-27.1571,7.93806,9.76912,-5.33707,-17.0863
-18.9174,-3.50602,-17.2389,-29.5985,-33.2606,6.86995,9.00618,-11.4406,-18.307
-17.5441,-7.62589,-25.1735,-37.2279,-41.3478,3.66561,5.19148,-18.4596,-24.258
-18.0019,-9.60953,-25.7838,-36.9227,-41.653,3.05526,6.41219,-17.5441,-24.5631
-17.2389,-6.71036,-20.901,-30.8192,-38.7538,4.88631,10.5321,-15.2553,-20.5958
-14.3398,-3.81119,-19.3751,-29.2934,-39.8219,6.41219,11.6002,-18.0019,-20.7484
-11.5932,-3.35343,-20.2907,-29.7511,-41.5004,8.24324,12.3631,-20.5958,-22.4269
