EEGFp1_REF,EEGFp2_REF,EEGF3_REF,EEGF4_REF,EEGC3_REF,EEGC4_REF,EEGP3_REF,EEGP4_REF,EEGO1_REF,EEGO2_REF,EEGF7_REF,EEGF8_REF,EEGT3_REF,EEGT4_REF,EEGT5_REF,EEGT6_REF,EEGCz_REF
-4.26896,-8.99918,7.32771,1.37679,5.19148,19.077,11.6002,12.2105,25.7908,1.37679,21.671,24.8753,35.4039,-3.96378,29.4529,33.5728,18.314
-2.89567,-7.01554,10.9898,3.97078,8.701,23.1968,14.6519,15.5675,26.8589,2.59749,23.3494,28.0796,34.7935,0.0035,28.69,34.3357,20.7554
-3.04826,-4.57413,12.5157,7.17513,10.5321,26.8589,16.1778,18.4666,26.4012,2.4449,22.1287,32.0469,33.2676,3.97078,28.0796,34.4883,25.3331
-4.26896,-5.0319,11.1424,7.78548,9.31135,26.096,14.8045,18.9244,23.6546,-0.149088,21.671,29.9107,31.284,1.37679,27.0115,32.3521,27.7745
-5.0319,-4.57413,5.34407,9.00618,6.2596,25.4857,13.889,20.6028,22.4339,-0.759439,21.671,28.9952,29.3004,0.766439,26.5538,32.5047,24.8753
-4.42155,-2.74308,3.97078,11.9053,6.86995,26.8589,16.1778,22.7391,24.8753,2.29232,22.5865,34.3357,31.5892,5.49666,31.1314,35.709,21.9761
-3.35343,-4.11637,8.39583,14.1942,9.46394,27.6219,18.9244,21.8236,27.4693,4.88631,24.5701,37.5401,36.3194,8.09065,37.0823,37.9979,23.1968
-4.11637,-7.32071,8.54842,13.7364,7.93806,26.7064,17.5511,19.077,27.4693,4.42855,23.1968,34.6409,34.3357,7.02254,35.0987,38.303,24.4175
-5.79484,-8.84659,5.34407,9.61653,3.81819,23.6546,12.6683,16.3304,24.265,2.90267,17.5511,30.6736,28.2322,5.49666,28.5374,38.6082,21.2132
-6.55777,-8.54142,3.97078,5.80184,-0.454263,19.5347,7.78548,12.2105,21.3658,0.919027,14.1942,30.0633,25.6382,3.81819,26.096,38.4556,14.9571
-6.55777,-7.16813,3.97078,6.10701,-2.89567,16.7882,5.0389,6.56477,19.5347,-3.65861,15.8726,29.3004,25.1805,-1.2172,27.1641,32.8099,12.0579
-5.33707,-7.4733,6.56477,6.2596,1.2242,16.7882,9.00618,5.80184,24.1124,-5.64225,21.5184,25.7908,27.3167,-8.38883,35.2513,25.4857,15.5675
-1.36979,-9.60953,12.8209,4.73372,10.6846,20.6028,19.5347,13.889,40.7444,2.90267,30.0633,23.9598,38.4556,-9.91471,56.0032,26.8589,22.8917
-0.606851,-9.15177,15.1097,6.56477,14.0416,25.7908,24.1124,22.2813,47.4583,9.76912,32.3521,27.9271,43.9488,-5.18448,64.0904,33.4202,28.0796
-5.18448,-4.87931,8.39583,11.4476,6.71736,28.3848,16.7882,21.3658,32.1995,3.05526,22.4339,34.3357,28.69,-0.149088,42.4229,33.5728,26.4012
-7.01554,-1.67497,4.27596,13.4312,2.29232,29.1478,11.9053,16.483,19.8399,-4.26896,15.1097,37.2349,14.9571,1.68197,25.7908,30.0633,24.5701
-2.13273,-1.67497,9.76912,11.9053,7.93806,31.5892,17.2459,17.7037,24.4175,-0.759439,21.2132,37.8453,21.3658,2.29232,35.8616,31.8943,29.6055
5.34407,-1.52238,16.483,10.5321,13.7364,33.878,21.5184,21.2132,32.1995,5.34407,28.69,39.6763,31.1314,4.58113,48.3738,38.303,34.0306
