EEGFp2_REF,EEGF4_REF,EEGC4_REF,EEGP4_REF,EEGO2_REF,EEGF8_REF,EEGT4_REF,EEGT6_REF,EEGCz_REF
5.0389,22.2813,35.5565,31.8943,48.3738,33.2676,12.9735,26.7064,22.7391
6.2596,21.5184,40.2867,37.3875,55.5454,32.0469,16.483,31.8943,28.3848
5.80184,22.5865,40.7444,37.3875,53.867,30.3685,14.8045,29.9107,29.6055
5.19148,24.265,37.5401,33.7254,48.5264,28.9952,11.4476,24.7227,26.2486
4.88631,22.1287,32.6573,27.7745,44.8643,27.0115,8.39583,22.2813,22.7391
6.2596,19.9925,32.5047,27.4693,44.4065,26.2486,7.4803,23.8072,22.4339
8.24324,21.3658,36.0142,29.1478,44.254,28.9952,8.85359,24.8753,24.4175
7.93806,22.4339,33.878,26.4012,38.4556,30.3685,6.86995,21.2132,23.0443
5.19148,19.3821,27.0115,19.2296,29.9107,27.1641,0.766439,14.9571,18.6192
2.59749,15.5675,23.1968,14.9571,25.7908,24.1124,-4.11637,10.5321,16.7882
2.90267,14.3468,22.7391,16.0252,23.9598,23.3494,-6.2526,8.09065,17.2459
2.59749,12.8209,21.9761,14.0416,19.6873,22.7391,-7.62589,5.80184,17.2459
3.51302,13.126,22.1287,12.6683,14.9571,22.7391,-8.99918,3.36043,17.2459
6.41219,15.4149,23.9598,14.0416,14.1942,24.265,-8.84659,3.36043,17.8563
4.42855,14.8045,24.5701,15.1097,17.7037,24.5701,-5.48966,7.4803,16.483
1.37679,13.889,23.9598,16.0252,20.2977,23.502,-2.28532,11.7528,12.5157
1.98714,14.3468,23.6546,15.8726,21.5184,25.0279,-2.28532,12.9735,9.92171
3.51302,14.3468,25.6382,20.908,27.4693,27.7745,0.308676,15.72,12.2105
4.27596,14.9571,28.9952,27.4693,36.6246,29.3004,6.10701,21.8236,14.6519
3.36043,15.5675,30.3685,27.9271,41.2022,28.9952,9.15877,25.6382,14.3468
2.13973,16.1778,30.3685,27.6219,41.9651,27.9271,9.61653,26.4012,14.3468
1.68197,16.6356,29.1478,27.9271,43.7962,29.6055,10.9898,27.3167,14.9571
4.58113,18.314,28.8426,29.4529,46.8479,32.5047,13.126,29.7581,14.3468
7.93806,19.6873,29.3004,29.7581,48.5264,32.6573,14.0416,32.3521,13.7364
7.63289,20.908,29.4529,28.9952,49.5945,33.4202,15.4149,35.8616,14.0416
8.24324,23.9598,29.6055,29.7581,49.7471,36.1668,17.8563,39.8289,13.2786
10.5321,24.265,29.4529,28.0796,47.0005,37.0823,18.314,39.066,12.0579
10.3795,21.9761,29.7581,28.2322,44.254,35.0987,15.72,33.878,13.5838
7.32771,21.0606,30.2159,29.7581,44.8643,29.7581,10.8372,29.1478,17.2459
1.98714,20.2977,29.4529,30.3685,48.2212,23.3494,8.39583,30.5211,19.6873
-0.301676,21.0606,30.5211,33.2676,51.7308,25.3331,13.4312,39.066,20.2977
2.29232,23.8072,31.1314,31.7418,48.9842,32.6573,17.7037,42.7281,18.9244
4.12337,24.8753,27.6219,25.3331,39.5237,34.7935,14.1942,35.709,14.8045
0.919027,23.502,23.9598,19.3821,30.0633,32.5047,8.54842,26.8589,11.295
-2.28532,22.8917,21.9761,15.1097,24.4175,31.1314,5.64925,21.3658,9.61653
0.156088,24.4175,21.5184,14.6519,23.9598,33.4202,5.80184,20.6028,7.63289
1.68197,22.8917,21.0606,14.4993,25.0279,34.3357,5.95442,21.671,6.41219
-0.606851,18.7718,21.3658,15.8726,24.5701,31.284,5.95442,22.7391,7.02254
-1.67497,17.5511,23.6546,19.2296,26.8589,30.2159,7.63289,25.1805,9.00618
-3.35343,15.2623,22.5865,19.2296,28.5374,29.7581,7.4803,25.9434,8.701
-5.0319,10.5321,19.8399,19.077,25.6382,27.4693,5.19148,22.7391,7.78548
-3.35343,9.76912,22.5865,21.0606,26.2486,29.9107,7.63289,23.8072,10.8372
-2.13273,12.9735,26.096,24.1124,30.2159,34.3357,12.6683,31.1314,13.4312
-3.20084,15.5675,24.7227,22.4339,28.69,34.7935,12.6683,33.115,12.3631
-3.50602,16.3304,21.0606,16.7882,22.5865,33.5728,8.701,27.9271,9.61653
-4.87931,14.8045,18.9244,15.1097,20.4503,32.0469,6.2596,25.7908,6.56477
-10.2199,10.2269,18.4666,16.1778,23.3494,30.2159,7.63289,28.69,5.64925
-11.5932,8.85359,19.3821,17.5511,23.9598,29.4529,9.15877,30.5211,8.09065
-8.694,11.295,18.6192,14.3468,19.3821,28.69,5.95442,27.1641,9.31135
-9.60953,11.7528,12.6683,5.80184,9.76912,24.1124,-3.20084,15.72,5.0389
-11.4406,10.6846,6.86995,0.919027,-0.759439,16.9407,-13.5768,1.07161,0.613851
-11.4406,9.61653,6.71736,0.0035,-3.35343,15.1097,-16.7812,-3.96378,1.52938
-10.3725,11.295,10.9898,3.51302,3.81819,21.3658,-10.6776,3.05526,5.34407
-8.694,16.1778,14.6519,7.17513,9.46394,26.096,-6.10001,7.63289,6.86995
-7.93106,17.0933,13.4312,6.56477,7.02254,23.6546,-8.38883,3.97078,4.73372
-6.10001,14.3468,11.4476,6.86995,4.58113,22.7391,-8.84659,3.36043,2.29232
-4.11637,13.126,12.9735,7.4803,5.64925,26.5538,-6.40519,6.56477,4.27596
-3.96378,13.889,14.8045,8.39583,4.88631,26.7064,-7.4733,4.73372,6.71736
-4.42155,13.126,13.7364,8.24324,3.51302,23.9598,-8.99918,2.59749,5.49666
-4.26896,12.0579,14.3468,9.15877,6.86995,25.6382,-4.87931,6.86995,6.2596
-1.52238,13.5838,18.6192,14.1942,11.9053,30.6736,0.613851,11.7528,10.2269
0.156088,14.0416,20.2977,15.72,14.1942,32.6573,1.83455,13.126,10.8372
-1.67497,12.2105,18.9244,16.7882,17.0933,29.9107,1.52938,14.8045,9.46394
-2.28532,13.7364,22.1287,22.8917,25.3331,29.7581,5.34407,20.908,13.126
-2.4379,14.9571,25.0279,26.096,30.6736,31.1314,8.54842,24.7227,16.1778
-5.79484,9.61653,20.6028,22.1287,26.4012,25.1805,3.20784,19.077,12.2105
-10.0673,3.51302,14.4993,14.9571,20.7554,16.483,-5.18448,11.4476,7.02254
-14.0346,2.13973,12.0579,14.0416,21.3658,12.3631,-7.32071,11.295,5.64925
-18.6122,0.461263,11.295,15.4149,23.6546,10.0743,-5.33707,14.4993,5.80184
-22.4269,-3.04826,10.6846,12.9735,21.9761,5.95442,-6.40519,11.9053,5.95442
-23.8002,-4.11637,9.00618,9.00618,14.4993,0.308676,-14.1872,1.07161,5.34407
-25.9364,-4.72672,5.95442,3.66561,6.56477,-4.11637,-21.9691,-7.62589,4.12337
-27.9201,-5.94742,6.56477,4.73372,6.41219,-3.65861,-19.6803,-3.96378,5.49666
-26.3942,-5.64225,10.9898,9.46394,11.1424,-0.454263,-12.5087,3.05526,9.00618
-24.1054,-3.65861,12.9735,10.5321,12.6683,0.308676,-11.288,2.75008,11.1424
-23.9528,-2.59049,12.5157,11.9053,11.6002,-2.4379,-15.2553,-0.454263,11.9053
-27.3097,-2.89567,14.4993,15.4149,16.1778,-3.81119,-13.119,3.20784,14.4993
-30.3615,-2.4379,19.2296,22.1287,26.096,-1.82755,-3.81119,13.889,18.4666
-29.7511,-2.59049,21.5184,25.9434,32.1995,-0.912027,1.68197,20.4503,19.077
-30.2089,-3.96378,19.2296,23.1968,31.7418,-2.74308,-0.301676,18.6192,15.1097
-33.108,-3.50602,17.2459,22.4339,32.0469,-4.87931,-1.52238,18.4666,11.6002
-34.1762,-2.89567,17.5511,24.265,35.2513,-3.65861,1.2242,23.8072,11.9053
-30.6666,-3.20084,19.9925,28.3848,39.8289,2.59749,6.2596,29.7581,13.4312
-28.2252,-4.26896,21.671,31.5892,43.1858,7.78548,9.46394,32.6573,14.4993
-30.5141,-7.32071,19.3821,29.4529,41.66,6.56477,8.39583,30.0633,14.6519
