EEGFp1_REF,EEGF3_REF,EEGC3_REF,EEGP3_REF,EEGO1_REF,EEGF7_REF,EEGT3_REF,EEGT5_REF,EEGCz_REF
11.7528,-5.18448,-11.5932,12.3631,23.1968,1.37679,1.07161,-20.1381,-7.01554
12.2105,-1.82755,-9.91471,13.7364,19.5347,0.308676,1.52938,-20.901,-7.4733
10.2269,-3.65861,-14.1872,8.701,10.5321,-4.72672,-0.606851,-25.7838,-10.0673
8.24324,-8.08365,-17.3915,6.86995,4.88631,-8.38883,-2.59049,-29.7511,-9.45694
5.80184,-11.8983,-18.7648,5.80184,-0.454263,-12.6613,-8.84659,-35.5495,-6.55777
4.42855,-10.5251,-19.2226,1.52938,-5.94742,-16.6286,-17.3915,-42.1107,-3.50602
4.42855,-8.08365,-21.8166,-4.42155,-9.15177,-18.1544,-21.3588,-45.6202,-4.87931
5.95442,-9.76212,-25.3261,-9.30435,-11.5932,-17.6967,-19.9855,-48.3668,-11.4406
9.76912,-11.5932,-26.5468,-12.6613,-17.8493,-15.5605,-20.1381,-53.7074,-15.8656
15.4149,-8.84659,-25.4787,-14.1872,-22.4269,-9.60953,-19.5277,-55.2333,-17.2389
18.0089,-5.33707,-24.1054,-11.4406,-17.2389,-2.4379,-12.2035,-48.672,-17.6967
16.3304,-6.40519,-23.9528,-6.40519,-6.55777,-0.149088,-5.94742,-41.0426,-16.1708
18.4666,-7.32071,-21.8166,-0.759439,4.58113,2.59749,-2.59049,-33.4132,-14.1872
25.6382,-3.04826,-16.1708,5.34407,13.5838,11.9053,5.0389,-22.8847,-11.7458
28.69,0.156088,-12.6613,8.701,16.1778,17.8563,11.4476,-17.5441,-7.4733
25.0279,-3.20084,-14.7975,5.64925,13.2786,15.1097,7.78548,-21.2062,-4.11637
19.9925,-9.15177,-18.9174,1.07161,10.5321,10.0743,-0.606851,-23.6476,-5.48966
19.8399,-8.694,-18.6122,0.0035,6.2596,6.86995,-2.89567,-23.9528,-7.62589
24.7227,-2.89567,-16.9337,-5.64225,-9.91471,0.0035,-7.4733,-36.0072,-6.10001
27.1641,0.919027,-19.3751,-16.7812,-29.1408,-10.5251,-20.2907,-54.1652,-4.42155
