EEGFp1_REF,EEGFp2_REF,EEGF3_REF,EEGF4_REF,EEGC3_REF,EEGC4_REF,EEGP3_REF,EEGP4_REF,EEGO1_REF,EEGO2_REF,EEGF7_REF,EEGF8_REF,EEGT3_REF,EEGT4_REF,EEGT5_REF,EEGT6_REF,EEGCz_REF
11.7528,-52.4867,-5.18448,9.76912,-11.5932,12.0579,12.3631,3.51302,23.1968,14.0416,1.37679,3.97078,1.07161,-0.301676,-20.1381,10.2269,-7.01554
12.2105,-52.4867,-1.82755,10.8372,-9.91471,9.46394,13.7364,0.919027,19.5347,13.4312,0.308676,3.66561,1.52938,-2.59049,-20.901,10.0743,-7.4733
10.2269,-52.7919,-3.65861,10.5321,-14.1872,6.71736,8.701,-3.96378,10.5321,8.39583,-4.72672,1.37679,-0.606851,-3.04826,-25.7838,8.54842,-10.0673
8.24324,-53.097,-8.08365,8.701,-17.3915,6.86995,6.86995,-4.87931,4.88631,4.42855,-8.38883,-2.74308,-2.59049,-1.2172,-29.7511,4.88631,-9.45694
5.80184,-54.6229,-11.8983,7.4803,-18.7648,6.86995,5.80184,-5.48966,-0.454263,-0.149088,-12.6613,-5.18448,-8.84659,-5.79484,-35.5495,-2.28532,-6.55777
4.42855,-55.691,-10.5251,11.4476,-19.2226,10.5321,1.52938,-6.71036,-5.94742,-4.87931,-16.6286,-6.40519,-17.3915,-12.9665,-42.1107,-7.93106,-3.50602
4.42855,-55.8436,-8.08365,14.0416,-21.8166,11.6002,-4.42155,-10.6776,-9.15177,-10.6776,-18.1544,-9.76212,-21.3588,-16.3234,-45.6202,-10.3725,-4.87931
5.95442,-55.0807,-9.76212,9.31135,-25.3261,3.97078,-9.30435,-19.2226,-11.5932,-20.2907,-17.6967,-12.5087,-19.9855,-17.0863,-48.3668,-13.5768,-11.4406
9.76912,-54.6229,-11.5932,2.59749,-26.5468,-2.4379,-12.6613,-26.2416,-17.8493,-28.3778,-15.5605,-12.9665,-20.1381,-20.5958,-53.7074,-17.2389,-15.8656
15.4149,-54.9281,-8.84659,0.0035,-25.4787,-1.52238,-14.1872,-25.6312,-22.4269,-26.5468,-9.60953,-14.3398,-19.5277,-20.901,-55.2333,-11.7458,-17.2389
18.0089,-54.6229,-5.33707,1.68197,-24.1054,0.156088,-11.4406,-18.7648,-17.2389,-14.4923,-2.4379,-14.3398,-12.2035,-11.8983,-48.672,1.83455,-17.6967
16.3304,-55.2333,-6.40519,2.90267,-23.9528,0.461263,-6.40519,-11.288,-6.55777,-2.13273,-0.149088,-13.7294,-5.94742,-6.2526,-41.0426,7.63289,-16.1708
18.4666,-55.3859,-7.32071,1.37679,-21.8166,1.37679,-0.759439,-6.86295,4.58113,7.17513,2.59749,-12.3561,-2.59049,-6.55777,-33.4132,7.17513,-14.1872
25.6382,-52.9445,-3.04826,0.766439,-16.1708,3.20784,5.34407,-4.57413,13.5838,13.126,11.9053,-6.40519,5.0389,-3.04826,-22.8847,10.0743,-11.7458
28.69,-48.672,0.156088,4.88631,-12.6613,5.80184,8.701,-3.96378,16.1778,12.8209,17.8563,0.308676,11.4476,1.52938,-17.5441,11.4476,-7.4733
25.0279,-46.078,-3.20084,9.00618,-14.7975,5.80184,5.64925,-7.32071,13.2786,5.64925,15.1097,0.156088,7.78548,-1.36979,-21.2062,6.41219,-4.11637
19.9925,-46.9935,-9.15177,7.63289,-18.9174,3.20784,1.07161,-12.5087,10.5321,-2.59049,10.0743,-5.64225,-0.606851,-8.694,-23.6476,1.52938,-5.48966
19.8399,-48.3668,-8.694,4.73372,-18.6122,1.83455,0.0035,-16.6286,6.2596,-11.4406,6.86995,-10.0673,-2.89567,-14.4923,-23.9528,-4.11637,-7.62589
24.7227,-49.5875,-2.89567,4.88631,-16.9337,-0.912027,-5.64225,-26.089,-9.91471,-29.4459,0.0035,-14.3398,-7.4733,-23.9528,-36.0072,-20.2907,-6.10001
27.1641,-51.1134,0.919027,6.86995,-19.3751,-3.35343,-16.7812,-35.8546,-29.1408,-46.078,-10.5251,-20.7484,-20.2907,-35.2443,-54.1652,-36.3124,-4.42155
23.9598,-49.7401,-0.301676,9.00618,-21.3588,0.156088,-19.07,-29.2934,-31.277,-38.9064,-15.2553,-20.1381,-26.2416,-30.5141,-59.2006,-31.5822,-5.0319
19.3821,-48.5194,-5.18448,9.00618,-21.664,4.88631,-12.3561,-14.6449,-20.901,-17.8493,-16.0182,-12.6613,-23.1898,-14.4923,-54.3177,-16.0182,-6.55777
18.1614,-50.6556,-7.93106,8.54842,-21.5114,7.17513,-6.71036,-8.99918,-9.45694,-4.57413,-16.9337,-10.0673,-20.901,-9.45694,-48.8246,-8.38883,-7.93106
18.7718,-53.097,-6.40519,9.61653,-19.3751,8.85359,-2.13273,-8.54142,5.0389,3.36043,-14.9501,-13.4242,-16.7812,-11.5932,-38.6012,-3.20084,-9.15177
20.1451,-54.3177,-4.42155,9.15877,-16.6286,7.4803,3.20784,-6.71036,21.0606,11.4476,-10.3725,-15.5605,-8.84659,-7.4733,-26.6994,5.19148,-12.6613
24.4175,-55.0807,-4.11637,4.27596,-17.3915,1.2242,4.12337,-9.45694,26.8589,12.0579,-5.48966,-14.9501,-4.57413,-4.72672,-22.4269,9.31135,-18.9174
29.3004,-57.0643,-3.20084,-2.28532,-18.1544,-4.87931,2.13973,-14.7975,22.8917,5.34407,0.308676,-13.7294,-2.13273,-9.60953,-21.664,5.0389,-21.5114
33.4202,-59.048,1.98714,-4.72672,-12.2035,-5.64225,4.58113,-14.4923,19.8399,0.766439,9.00618,-12.9665,5.34407,-13.5768,-17.8493,-1.06461,-16.6286
